Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7563      0.00        0.00    0.060000     0.000     0.000    79.271    23.557     0b111    20190410T103409966667
  120      -4.7445      0.61        1.25    0.059838     0.031     0.062    79.290    23.589     0b111    20190410T103410922124
  110      -4.4225      0.00        0.00    0.055375     0.000     0.000    79.865    23.557     0b111    20190410T103411880752
  100      -4.0191      0.57        1.25    0.049812     0.000     0.000    80.685    23.557     0b111    20190410T103412835490
   90      -3.6175      0.00        0.00    0.044269     0.029     0.063    81.717    23.557     0b111    20190410T103413789451
   80      -3.2150      0.00        0.00    0.038719     0.031     0.063    83.035    23.589     0b111    20190410T103414746178
   70      -2.8120      0.61        1.25    0.033187     0.000     0.000    84.731    23.557     0b111    20190410T103415700691
   60      -2.4075      0.00        0.00    0.027625     0.000     0.000    87.149    23.589     0b111    20190410T103416655436
   50      -2.0061      0.38        1.25    0.022125     0.000     0.000    90.672    23.589     0b111    20190410T103417611751
   40      -1.6038      0.00        0.00    0.016625     0.000     0.000    96.466    23.589     0b111    20190410T103418566269
   30      -1.2033      0.61        1.25    0.011125     0.000     0.000   108.157    23.589     0b111    20190410T103419522008
   20      -0.8012      0.00        0.00    0.005650     0.031     0.063   141.814    23.589     0b111    20190410T103420478989
   10      -0.4011      0.37        1.25    0.000194     0.019     0.062  2070.323    23.589     0b111    20190410T103421434358
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.621     0b111    20190410T103422389581
