Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7588      0.00        0.00    0.086125     0.000     0.000    55.254    23.748    0b1001    20190411T153621057804
  120      -4.6661      0.37        1.25    0.084562     0.000     0.000    55.180    23.748    0b1001    20190411T153622015472
  110      -4.2762      0.00        0.00    0.078000     0.000     0.000    54.824    23.779    0b1001    20190411T153622971627
  100      -3.8875      0.00        0.00    0.071431     0.019     0.063    54.423    23.779    0b1001    20190411T153623927438
   90      -3.4988      0.00        0.00    0.064875     0.000     0.000    53.931    23.779    0b1001    20190411T153624886081
   80      -3.1100      0.00        0.00    0.058313     0.000     0.000    53.333    23.779    0b1001    20190411T153625841278
   70      -2.7200      0.00        0.00    0.051750     0.000     0.000    52.560    23.779    0b1001    20190411T153626798513
   60      -2.3287      0.00        0.00    0.045125     0.000     0.000    51.607    23.811    0b1001    20190411T153627753871
   50      -1.9413      0.00        0.00    0.038625     0.000     0.000    50.259    23.779    0b1001    20190411T153628707605
   40      -1.5525      0.00        0.00    0.032063     0.000     0.000    48.421    23.779    0b1001    20190411T153629663342
   30      -1.1650      0.00        0.00    0.025537     0.031     0.062    45.619    23.843    0b1001    20190411T153630625257
   20      -0.7762      0.00        0.00    0.019019     0.029     0.063    40.815    23.779    0b1001    20190411T153631585851
   10      -0.3875      0.00        0.00    0.012488     0.025     0.063    31.031    23.811    0b1001    20190411T153632550107
    0      -0.0000      0.00        0.00    0.005937     0.000     0.000    -0.000    23.811    0b1001    20190411T153633510494
