Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.076250     0.000     0.000    62.623    24.287     0b111    20190909T101428044088
  120      -4.7337      0.00        0.00    0.075625     0.000     0.000    62.595    24.255     0b111    20190909T101429008351
  110      -4.3389      0.37        1.25    0.070231     0.029     0.063    61.780    24.287     0b111    20190909T101429972152
  100      -3.9441      0.57        1.25    0.064813     0.000     0.000    60.854    24.287     0b111    20190909T101430940416
   90      -3.5506      0.62        1.25    0.059375     0.000     0.000    59.800    24.255     0b111    20190909T101431906733
   80      -3.1562      0.00        0.00    0.053975     0.031     0.063    58.476    24.287     0b111    20190909T101432872506
   70      -2.7625      0.00        0.00    0.048563     0.000     0.000    56.885    24.255     0b111    20190909T101433838100
   60      -2.3663      0.00        0.00    0.043125     0.000     0.000    54.870    24.287     0b111    20190909T101434803126
   50      -1.9723      0.50        1.25    0.037750     0.000     0.000    52.245    24.255     0b111    20190909T101435769836
   40      -1.5783      0.61        1.25    0.032313     0.000     0.000    48.843    24.255     0b111    20190909T101436731073
   30      -1.1844      0.62        1.25    0.026938     0.000     0.000    43.968    24.255     0b111    20190909T101437696395
   20      -0.7900      0.00        0.00    0.021575     0.025     0.062    36.616    24.255     0b111    20190909T101438660792
   10      -0.3964      0.38        1.25    0.016187     0.000     0.000    24.486    24.255     0b111    20190909T101439624871
    0      -0.0025      0.00        0.00    0.010813     0.000     0.000     0.231    24.223     0b111    20190909T101440589978
