Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7912      0.00        0.00    0.041312     0.000     0.000   115.976    24.128       0b0    20181015T114520769995
  120      -4.5962      0.00        0.00    0.039187     0.000     0.000   117.289    24.128       0b0    20181015T114521726474
  110      -4.2115      0.50        1.25    0.035125     0.000     0.000   119.900    24.128       0b0    20181015T114522680744
  100      -3.8288      0.00        0.00    0.031056     0.019     0.063   123.284    24.128       0b0    20181015T114523636816
   90      -3.4456      0.62        1.25    0.026938     0.000     0.000   127.912    24.128       0b0    20181015T114524596299
   80      -3.0625      0.00        0.00    0.022875     0.000     0.000   133.880    24.096       0b0    20181015T114525553410
   70      -2.6788      0.00        0.00    0.018756     0.019     0.063   142.819    24.096       0b0    20181015T114526508277
   60      -2.2925      0.00        0.00    0.014669     0.029     0.063   156.285    24.096       0b0    20181015T114527463139
   50      -1.9087      0.00        0.00    0.010563     0.000     0.000   180.710    24.128       0b0    20181015T114528418363
   40      -1.5250      0.00        0.00    0.006500     0.000     0.000   234.615    24.096       0b0    20181015T114529374135
   30      -1.1425      0.00        0.00    0.002437     0.000     0.000   468.718    24.128       0b0    20181015T114530327580
   20      -0.7575      0.00        0.00    0.000000     0.000     0.000     1.000    24.096       0b0    20181015T114531284688
   10      -0.3750      0.00        0.00    0.000000     0.000     0.000     1.000    24.128       0b0    20181015T114532240049
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.096       0b0    20181015T114533195910
