Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7700      0.00        0.00    0.060188     0.000     0.000    79.252    26.316    0b1111    20190613T152929923569
  120      -4.5834      0.57        1.25    0.057375     0.000     0.000    79.885    26.316    0b1111    20190613T152930880443
  110      -4.2000      0.00        0.00    0.051644     0.029     0.063    81.326    26.316    0b1111    20190613T152931838709
  100      -3.8188      0.00        0.00    0.045938     0.000     0.000    83.129    26.316    0b1111    20190613T152932799029
   90      -3.4375      0.00        0.00    0.040250     0.000     0.000    85.404    26.347    0b1111    20190613T152933760529
   80      -3.0550      0.00        0.00    0.034525     0.031     0.063    88.487    26.316    0b1111    20190613T152934721170
   70      -2.6737      0.00        0.00    0.028813     0.000     0.000    92.798    26.347    0b1111    20190613T152935681277
   60      -2.2887      0.00        0.00    0.023062     0.000     0.000    99.241    26.347    0b1111    20190613T152936638143
   50      -1.9069      0.62        1.25    0.017375     0.000     0.000   109.748    26.316    0b1111    20190613T152937598083
   40      -1.5250      0.00        0.00    0.011688     0.000     0.000   130.481    26.379    0b1111    20190613T152938557818
   30      -1.1436      0.37        1.25    0.006000     0.000     0.000   190.604    26.347    0b1111    20190613T152939521564
   20      -0.7613      0.00        0.00    0.000375     0.000     0.000  2030.000    26.347    0b1111    20190613T152940482826
   10      -0.3800      0.00        0.00    0.000000     0.000     0.000     1.000    26.347    0b1111    20190613T152941443935
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.347    0b1111    20190613T152942406797
