Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7840      0.50        1.25    0.053687     0.000     0.000    89.108    24.667       0b0    20191210T171220345025
  120      -4.4637      0.00        0.00    0.050250     0.000     0.000    88.831    24.699       0b0    20191210T171221302365
  110      -4.0913      0.00        0.00    0.046312     0.000     0.000    88.340    24.699       0b0    20191210T171222257351
  100      -3.7200      0.00        0.00    0.042375     0.000     0.000    87.788    24.667       0b0    20191210T171223212633
   90      -3.3484      0.57        1.25    0.038438     0.000     0.000    87.112    24.667       0b0    20191210T171224174235
   80      -2.9762      0.00        0.00    0.034563     0.000     0.000    86.112    24.667       0b0    20191210T171225133563
   70      -2.6038      0.00        0.00    0.030625     0.000     0.000    85.020    24.667       0b0    20191210T171226095189
   60      -2.2288      0.00        0.00    0.026688     0.000     0.000    83.513    24.667       0b0    20191210T171227066094
   50      -1.8567      0.61        1.25    0.022813     0.000     0.000    81.392    24.667       0b0    20191210T171228036577
   40      -1.4850      0.00        0.00    0.018937     0.000     0.000    78.416    24.667       0b0    20191210T171229006078
   30      -1.1125      0.00        0.00    0.015063     0.000     0.000    73.859    24.667       0b0    20191210T171229971171
   20      -0.7400      0.00        0.00    0.011188     0.000     0.000    66.145    24.667       0b0    20191210T171230938155
   10      -0.3675      0.00        0.00    0.007312     0.000     0.000    50.256    24.667       0b0    20191210T171231906481
    0      -0.0000      0.00        0.00    0.003450     0.025     0.063    -0.000    24.635       0b0    20191210T171232866462
