Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7762      0.00        0.00    0.073875     0.000     0.000    64.653    25.206     0b111    20190606T160955680585
  120      -4.5070      0.61        1.25    0.070187     0.000     0.000    64.214    25.238     0b111    20190606T160956641690
  110      -4.1300      0.00        0.00    0.065063     0.000     0.000    63.477    25.206     0b111    20190606T160957602665
  100      -3.7550      0.00        0.00    0.059937     0.000     0.000    62.649    25.238     0b111    20190606T160958564433
   90      -3.3800      0.00        0.00    0.054813     0.000     0.000    61.665    25.238     0b111    20190606T160959524896
   80      -3.0038      0.00        0.00    0.049731     0.029     0.063    60.400    25.238     0b111    20190606T161000484623
   70      -2.6281      0.63        1.25    0.044625     0.000     0.000    58.894    25.238     0b111    20190606T161001445253
   60      -2.2500      0.00        0.00    0.039500     0.000     0.000    56.962    25.238     0b111    20190606T161002403824
   50      -1.8744      0.62        1.25    0.034375     0.000     0.000    54.527    25.206     0b111    20190606T161003364231
   40      -1.4987      0.00        0.00    0.029306     0.019     0.063    51.141    25.238     0b111    20190606T161004325720
   30      -1.1237      0.00        0.00    0.024225     0.031     0.063    46.388    25.238     0b111    20190606T161005294280
   20      -0.7475      0.00        0.00    0.019187     0.000     0.000    38.958    25.206     0b111    20190606T161006260272
   10      -0.3725      0.00        0.00    0.014063     0.000     0.000    26.489    25.238     0b111    20190606T161007225803
    0      -0.0000      0.00        0.00    0.009000     0.000     0.000    -0.000    25.238     0b111    20190606T161008191480
