Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7659      0.57        1.25    0.066312     0.000     0.000    71.870    23.938     0b111    20190530T122534467649
  120      -4.6988      0.00        0.00    0.065369     0.019     0.062    71.881    23.906     0b111    20190530T122535425985
  110      -4.3062      0.00        0.00    0.059937     0.000     0.000    71.846    23.938     0b111    20190530T122536383719
  100      -3.9138      0.00        0.00    0.054525     0.031     0.062    71.779    23.938     0b111    20190530T122537342079
   90      -3.5218      0.61        1.25    0.049125     0.000     0.000    71.690    23.938     0b111    20190530T122538299570
   80      -3.1299      0.37        1.25    0.043750     0.000     0.000    71.540    23.938     0b111    20190530T122539256256
   70      -2.7375      0.00        0.00    0.038312     0.000     0.000    71.452    23.938     0b111    20190530T122540213622
   60      -2.3426      0.37        1.25    0.032900     0.031     0.063    71.204    23.938     0b111    20190530T122541169787
   50      -1.9513      0.00        0.00    0.027500     0.000     0.000    70.955    23.938     0b111    20190530T122542128204
   40      -1.5600      0.00        0.00    0.022125     0.000     0.000    70.508    23.938     0b111    20190530T122543088209
   30      -1.1691      0.57        1.25    0.016750     0.000     0.000    69.799    23.906     0b111    20190530T122544049493
   20      -0.7775      0.00        0.00    0.011400     0.031     0.063    68.202    23.938     0b111    20190530T122545008920
   10      -0.3875      0.00        0.00    0.006044     0.029     0.063    64.116    23.938     0b111    20190530T122545966818
    0      -0.0000      0.00        0.00    0.000675     0.025     0.062    -0.000    23.938     0b111    20190530T122546927052
