Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8000      0.00        0.00    0.063931     0.019     0.063    75.081    30.723     0b111    20190611T131237914502
  120      -4.5300      0.00        0.00    0.060231     0.029     0.063    75.210    30.723     0b111    20190611T131238875446
  110      -4.1512      0.00        0.00    0.055063     0.000     0.000    75.392    30.723     0b111    20190611T131239833734
  100      -3.7750      0.00        0.00    0.049938     0.000     0.000    75.594    30.723     0b111    20190611T131240792944
   90      -3.3975      0.00        0.00    0.044812     0.000     0.000    75.816    30.755     0b111    20190611T131241753815
   80      -3.0200      0.00        0.00    0.039687     0.000     0.000    76.094    30.723     0b111    20190611T131242720326
   70      -2.6425      0.00        0.00    0.034575     0.025     0.063    76.428    30.755     0b111    20190611T131243681620
   60      -2.2625      0.00        0.00    0.029437     0.000     0.000    76.858    30.755     0b111    20190611T131244640287
   50      -1.8850      0.00        0.00    0.024375     0.000     0.000    77.333    30.723     0b111    20190611T131245599009
   40      -1.5087      0.00        0.00    0.019250     0.000     0.000    78.377    30.755     0b111    20190611T131246559872
   30      -1.1312      0.00        0.00    0.014188     0.000     0.000    79.736    30.755     0b111    20190611T131247516989
   20      -0.7530      0.61        1.25    0.009125     0.000     0.000    82.521    30.723     0b111    20190611T131248478735
   10      -0.3763      0.00        0.00    0.004062     0.000     0.000    92.615    30.723     0b111    20190611T131249438331
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    30.723     0b111    20190611T131250397167
