Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.072250     0.000     0.000    66.090    24.984    0b1001    20190614T121139138554
  120      -4.5972      0.50        1.25    0.069200     0.025     0.063    66.434    24.952    0b1001    20190614T121140104908
  110      -4.2125      0.00        0.00    0.062750     0.000     0.000    67.131    24.984    0b1001    20190614T121141068368
  100      -3.8288      0.00        0.00    0.056250     0.000     0.000    68.067    24.984    0b1001    20190614T121142035252
   90      -3.4453      0.50        1.25    0.049794     0.029     0.062    69.190    25.016    0b1001    20190614T121143001235
   80      -3.0618      0.61        1.25    0.043312     0.000     0.000    70.690    24.984    0b1001    20190614T121143966056
   70      -2.6781      0.62        1.25    0.036838     0.031     0.063    72.701    24.984    0b1001    20190614T121144930413
   60      -2.2925      0.00        0.00    0.030331     0.029     0.063    75.582    25.016    0b1001    20190614T121145894566
   50      -1.9087      0.00        0.00    0.023875     0.000     0.000    79.948    25.016    0b1001    20190614T121146856923
   40      -1.5253      0.50        1.25    0.017437     0.000     0.000    87.470    25.016    0b1001    20190614T121147821396
   30      -1.1425      0.00        0.00    0.010981     0.029     0.063   104.041    24.984    0b1001    20190614T121148785776
   20      -0.7588      0.00        0.00    0.004562     0.000     0.000   166.301    25.016    0b1001    20190614T121149763266
   10      -0.3764      0.37        1.25    0.000000     0.000     0.000     1.000    25.016    0b1001    20190614T121150729168
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.048    0b1001    20190614T121151693435
