Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7588      0.00        0.00    0.063187     0.000     0.000    75.312    24.160     0b111    20190626T144402511610
  120      -4.4636      0.37        1.25    0.059125     0.000     0.000    75.495    24.160     0b111    20190626T144403477311
  110      -4.0908      0.61        1.25    0.054000     0.000     0.000    75.755    24.192     0b111    20190626T144404440944
  100      -3.7197      0.50        1.25    0.048875     0.000     0.000    76.107    24.223     0b111    20190626T144405407554
   90      -3.3487      0.00        0.00    0.043806     0.019     0.063    76.445    24.160     0b111    20190626T144406374625
   80      -2.9771      0.57        1.25    0.038687     0.000     0.000    76.953    24.192     0b111    20190626T144407339898
   70      -2.6050      0.00        0.00    0.033563     0.000     0.000    77.616    24.223     0b111    20190626T144408308146
   60      -2.2312      0.00        0.00    0.028437     0.000     0.000    78.462    24.192     0b111    20190626T144409270738
   50      -1.8600      0.00        0.00    0.023375     0.000     0.000    79.572    24.192     0b111    20190626T144410237092
   40      -1.4875      0.00        0.00    0.018250     0.000     0.000    81.507    24.223     0b111    20190626T144411200449
   30      -1.1163      0.00        0.00    0.013163     0.031     0.062    84.805    24.223     0b111    20190626T144412166078
   20      -0.7438      0.00        0.00    0.008125     0.000     0.000    91.538    24.223     0b111    20190626T144413128287
   10      -0.3725      0.00        0.00    0.003000     0.000     0.000   124.167    24.223     0b111    20190626T144414093037
    0      -0.0006      0.63        1.25    0.000000     0.000     0.000     1.000    24.223     0b111    20190626T144415057985
