Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7500      0.00        0.00    0.068750     0.000     0.000    69.091    24.160     0b111    20191209T172219658627
  120      -4.6187      0.00        0.00    0.066937     0.000     0.000    69.001    24.128     0b111    20191209T172220618705
  110      -4.2325      0.00        0.00    0.061731     0.029     0.063    68.563    24.128     0b111    20191209T172221578692
  100      -3.8472      0.50        1.25    0.056500     0.000     0.000    68.093    24.160     0b111    20191209T172222541455
   90      -3.4625      0.00        0.00    0.051281     0.031     0.063    67.520    24.128     0b111    20191209T172223508681
   80      -3.0775      0.00        0.00    0.046062     0.000     0.000    66.811    24.128     0b111    20191209T172224470389
   70      -2.6925      0.00        0.00    0.040875     0.000     0.000    65.872    24.128     0b111    20191209T172225428634
   60      -2.3050      0.00        0.00    0.035631     0.019     0.062    64.690    24.160     0b111    20191209T172226388685
   50      -1.9200      0.00        0.00    0.030437     0.000     0.000    63.080    24.160     0b111    20191209T172227350724
   40      -1.5350      0.00        0.00    0.025250     0.000     0.000    60.792    24.128     0b111    20191209T172228311041
   30      -1.1500      0.00        0.00    0.020088     0.031     0.063    57.250    24.128     0b111    20191209T172229269073
   20      -0.7650      0.00        0.00    0.014938     0.000     0.000    51.213    24.128     0b111    20191209T172230230389
   10      -0.3800      0.00        0.00    0.009750     0.000     0.000    38.974    24.160     0b111    20191209T172231190010
    0      -0.0000      0.00        0.00    0.004625     0.000     0.000    -0.000    24.160     0b111    20191209T172232147394
