Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.23589     4.37583     25.61826      29.29613     28.28155    0b1111111111111111    20191206T112838500987
 2.23589     4.37667     25.61826      29.29613     28.28155    0b1111111111111111    20191206T112838920699
 2.23598     4.37750     25.64997      29.29613     28.31325    0b1111111111111111    20191206T112839343466
 2.23584     4.37750     25.61826      29.29613     28.31325    0b1111111111111111    20191206T112839764529
 2.23589     4.37583     25.64997      29.29613     28.28155    0b1111111111111111    20191206T112840186023
 2.23584     4.37500     25.71338      29.29613     28.31325    0b1111111111111111    20191206T112840606765
 2.23598     4.37667     25.68167      29.29613     28.31325    0b1111111111111111    20191206T112841025769
 2.23594     4.37500     25.71338      29.32784     28.31325    0b1111111111111111    20191206T112841446255
 2.23589     4.37583     27.58402      29.32784     28.31325    0b1111111111111111    20191206T112841869006
 2.23622     4.37583     29.42295      29.32784     28.31325    0b1111111111111111    20191206T112842289874
 2.23645     4.37500     31.48383      29.29613     28.31325    0b1111111111111111    20191206T112842710997
 2.23669     4.37500     33.19594      29.32784     28.28155    0b1111111111111111    20191206T112843129383
 2.23683     4.37833     34.74952      29.32784     28.31325    0b1111111111111111    20191206T112843549850
 2.23702     4.37917     36.39822      29.32784     28.28155    0b1111111111111111    20191206T112843969864
 2.23706     4.37833     37.85669      29.32784     28.28155    0b1111111111111111    20191206T112844390711
 2.23716     4.37750     39.18833      29.32784     28.28155    0b1111111111111111    20191206T112844810705
 2.23744     4.38000     40.42486      29.32784     28.28155    0b1111111111111111    20191206T112845230577
 2.23762     4.37917     41.62968      29.32784     28.28155    0b1111111111111111    20191206T112845651442
 2.23758     4.37833     42.70767      29.35954     28.28155    0b1111111111111111    20191206T112846072179
 2.23777     4.38083     43.88079      29.35954     28.28155    0b1111111111111111    20191206T112846496173
 2.23809     4.38000     44.86367      29.35954     28.28155    0b1111111111111111    20191206T112846918175
 2.23809     4.38083     45.78313      29.32784     28.28155    0b1111111111111111    20191206T112847338645
 2.23833     4.38000     46.73431      29.35954     28.28155    0b1111111111111111    20191206T112847759553
