Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7946      0.57        1.25    0.070063     0.000     0.000    68.434    24.445    0b1001    20190411T161910595847
  120      -4.5725      0.00        0.00    0.066325     0.025     0.063    68.941    24.382    0b1001    20190411T161911554948
  110      -4.1900      0.00        0.00    0.059925     0.025     0.063    69.921    24.413    0b1001    20190411T161912511309
  100      -3.8088      0.00        0.00    0.053500     0.000     0.000    71.192    24.413    0b1001    20190411T161913466543
   90      -3.4275      0.00        0.00    0.047075     0.025     0.063    72.809    24.413    0b1001    20190411T161914421778
   80      -3.0463      0.00        0.00    0.040656     0.031     0.063    74.927    24.413    0b1001    20190411T161915380470
   70      -2.6637      0.00        0.00    0.034250     0.000     0.000    77.774    24.413    0b1001    20190411T161916335334
   60      -2.2800      0.00        0.00    0.027813     0.000     0.000    81.978    24.445    0b1001    20190411T161917289194
   50      -1.8988      0.00        0.00    0.021400     0.031     0.063    88.727    24.445    0b1001    20190411T161918243172
   40      -1.5175      0.00        0.00    0.015000     0.000     0.000   101.167    24.413    0b1001    20190411T161919199919
   30      -1.1365      0.50        1.25    0.008625     0.000     0.000   131.768    24.413    0b1001    20190411T161920157645
   20      -0.7550      0.00        0.00    0.002250     0.000     0.000   335.556    24.413    0b1001    20190411T161921113005
   10      -0.3740      0.50        1.25    0.000000     0.000     0.000     1.000    24.413    0b1001    20190411T161922067255
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.445    0b1001    20190411T161923025011
