Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7586      0.37        1.25    0.081762     0.025     0.062    58.201    25.333    0b1001    20190613T145222996482
  120      -4.5950      0.00        0.00    0.079000     0.000     0.000    58.165    25.365    0b1001    20190613T145223955165
  110      -4.2112      0.00        0.00    0.072562     0.000     0.000    58.036    25.365    0b1001    20190613T145224913395
  100      -3.8275      0.00        0.00    0.066137     0.025     0.062    57.872    25.365    0b1001    20190613T145225871422
   90      -3.4450      0.00        0.00    0.059750     0.000     0.000    57.657    25.365    0b1001    20190613T145226829557
   80      -3.0613      0.00        0.00    0.053375     0.000     0.000    57.354    25.396    0b1001    20190613T145227787930
   70      -2.6775      0.00        0.00    0.047000     0.000     0.000    56.968    25.396    0b1001    20190613T145228747738
   60      -2.2925      0.00        0.00    0.040563     0.000     0.000    56.518    25.428    0b1001    20190613T145229705620
   50      -1.9078      0.50        1.25    0.034187     0.000     0.000    55.803    25.396    0b1001    20190613T145230665948
   40      -1.5239      0.38        1.25    0.027775     0.031     0.062    54.865    25.396    0b1001    20190613T145231623681
   30      -1.1400      0.00        0.00    0.021375     0.000     0.000    53.333    25.396    0b1001    20190613T145232584791
   20      -0.7562      0.00        0.00    0.015050     0.025     0.063    50.249    25.428    0b1001    20190613T145233543149
   10      -0.3725      0.00        0.00    0.008625     0.000     0.000    43.188    25.396    0b1001    20190613T145234502293
    0      -0.0000      0.00        0.00    0.002250     0.000     0.000    -0.000    25.428    0b1001    20190613T145235466180
