Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7618      0.61        1.25    0.073187     0.000     0.000    65.062    24.287    0b1001    20190619T133654969028
  120      -4.6725      0.00        0.00    0.071625     0.000     0.000    65.236    24.287    0b1001    20190619T133655936762
  110      -4.2825      0.00        0.00    0.064875     0.000     0.000    66.012    24.287    0b1001    20190619T133656898983
  100      -3.8929      0.57        1.25    0.058250     0.000     0.000    66.830    24.318    0b1001    20190619T133657860715
   90      -3.5044      0.62        1.25    0.051562     0.000     0.000    67.964    24.287    0b1001    20190619T133658825658
   80      -3.1150      0.00        0.00    0.044938     0.000     0.000    69.318    24.287    0b1001    20190619T133659793216
   70      -2.7251      0.37        1.25    0.038312     0.000     0.000    71.129    24.255    0b1001    20190619T133700756916
   60      -2.3338      0.00        0.00    0.031625     0.000     0.000    73.794    24.287    0b1001    20190619T133701722412
   50      -1.9438      0.00        0.00    0.025000     0.000     0.000    77.750    24.287    0b1001    20190619T133702683832
   40      -1.5540      0.50        1.25    0.018375     0.000     0.000    84.571    24.287    0b1001    20190619T133703648869
   30      -1.1650      0.00        0.00    0.011750     0.000     0.000    99.149    24.287    0b1001    20190619T133704617485
   20      -0.7750      0.00        0.00    0.005187     0.000     0.000   149.398    24.287    0b1001    20190619T133705579111
   10      -0.3850      0.00        0.00    0.000000     0.000     0.000     1.000    24.287    0b1001    20190619T133706540215
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.287    0b1001    20190619T133707502554
