Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.044500     0.000     0.000   107.640    24.921       0b0    20190606T151858361810
  120      -4.4750      0.00        0.00    0.041125     0.000     0.000   108.815    24.921       0b0    20190606T151859322729
  110      -4.1013      0.00        0.00    0.037187     0.000     0.000   110.286    24.921       0b0    20190606T151900282045
  100      -3.7288      0.00        0.00    0.033250     0.000     0.000   112.143    24.889       0b0    20190606T151901255274
   90      -3.3573      0.50        1.25    0.029313     0.000     0.000   114.533    24.921       0b0    20190606T151902228612
   80      -2.9845      0.61        1.25    0.025400     0.031     0.063   117.500    24.889       0b0    20190606T151903185168
   70      -2.6112      0.00        0.00    0.021494     0.019     0.062   121.489    24.921       0b0    20190606T151904143470
   60      -2.2362      0.00        0.00    0.017506     0.019     0.063   127.740    24.889       0b0    20190606T151905101644
   50      -1.8638      0.00        0.00    0.013588     0.031     0.063   137.167    24.889       0b0    20190606T151906062672
   40      -1.4913      0.00        0.00    0.009687     0.000     0.000   153.935    24.889       0b0    20190606T151907021654
   30      -1.1188      0.00        0.00    0.005750     0.000     0.000   194.565    24.921       0b0    20190606T151907979266
   20      -0.7450      0.00        0.00    0.001900     0.031     0.063   392.105    24.889       0b0    20190606T151908939269
   10      -0.3736      0.38        1.25    0.000000     0.000     0.000     1.000    24.889       0b0    20190606T151909900368
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.889       0b0    20190606T151910859919
