Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7855      0.61        1.25    0.074137     0.025     0.063    64.549    24.318    0b1001    20190412T150509467407
  120      -4.6475      0.00        0.00    0.071819     0.019     0.062    64.712    24.318    0b1001    20190412T150510421501
  110      -4.2591      0.57        1.25    0.065375     0.000     0.000    65.149    24.318    0b1001    20190412T150511376877
  100      -3.8716      0.57        1.25    0.058875     0.000     0.000    65.760    24.318    0b1001    20190412T150512332853
   90      -3.4850      0.00        0.00    0.052438     0.000     0.000    66.460    24.350    0b1001    20190412T150513286077
   80      -3.0965      0.50        1.25    0.045969     0.031     0.062    67.361    24.350    0b1001    20190412T150514240308
   70      -2.7088      0.00        0.00    0.039500     0.000     0.000    68.576    24.350    0b1001    20190412T150515194582
   60      -2.3188      0.00        0.00    0.033025     0.031     0.063    70.212    24.350    0b1001    20190412T150516150904
   50      -1.9312      0.00        0.00    0.026562     0.000     0.000    72.706    24.350    0b1001    20190412T150517106888
   40      -1.5437      0.00        0.00    0.020125     0.000     0.000    76.708    24.350    0b1001    20190412T150518061993
   30      -1.1562      0.00        0.00    0.013688     0.000     0.000    84.475    24.350    0b1001    20190412T150519016163
   20      -0.7694      0.62        1.25    0.007312     0.000     0.000   105.214    24.350    0b1001    20190412T150519972217
   10      -0.3821      0.57        1.25    0.000875     0.000     0.000   436.714    24.350    0b1001    20190412T150520928206
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.350    0b1001    20190412T150521881944
