Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25188     4.38667     26.50602      28.66202     27.80596    0b1111111111111111    20190604T131154069418
 2.25188     4.38667     26.53773      28.66202     27.80596    0b1111111111111111    20190604T131154490192
 2.25183     4.38583     26.56944      28.63031     27.80596    0b1111111111111111    20190604T131154909938
 2.25178     4.38583     26.60114      28.66202     27.80596    0b1111111111111111    20190604T131155328678
 2.25183     4.38583     27.29867      28.66202     27.80596    0b1111111111111111    20190604T131155747899
 2.25197     4.38583     28.91566      28.66202     27.83767    0b1111111111111111    20190604T131156166996
 2.25206     4.38750     30.56436      28.63031     27.83767    0b1111111111111111    20190604T131156585538
 2.25225     4.38417     32.11795      28.66202     27.83767    0b1111111111111111    20190604T131157006115
 2.25239     4.38667     33.32276      28.66202     27.83767    0b1111111111111111    20190604T131157425734
 2.25248     4.38500     34.62270      28.66202     27.86937    0b1111111111111111    20190604T131157845846
 2.25248     4.38667     35.92264      28.69372     27.83767    0b1111111111111111    20190604T131158264959
 2.25263     4.38333     37.19087      28.66202     27.86937    0b1111111111111111    20190604T131158684003
 2.25267     4.38583     38.49081      28.66202     27.86937    0b1111111111111111    20190604T131159103371
 2.25281     4.38833     39.66392      28.69372     27.86937    0b1111111111111111    20190604T131159524081
 2.25281     4.38583     40.61509      28.69372     27.86937    0b1111111111111111    20190604T131159944582
 2.25291     4.38583     41.72479      28.69372     27.86937    0b1111111111111111    20190604T131200364264
 2.25300     4.39000     42.67597      28.69372     27.90108    0b1111111111111111    20190604T131200784243
 2.25305     4.38750     43.59543      28.69372     27.86937    0b1111111111111111    20190604T131201207589
 2.25305     4.38833     44.57831      28.66202     27.90108    0b1111111111111111    20190604T131201627537
 2.25305     4.38667     45.40266      28.72543     27.93278    0b1111111111111111    20190604T131202048175
 2.25323     4.38833     46.32213      28.69372     27.90108    0b1111111111111111    20190604T131202468030
 2.25333     4.38750     46.98795      28.72543     27.90108    0b1111111111111111    20190604T131202886576
 2.25338     4.38667     47.65377      28.69372     27.93278    0b1111111111111111    20190604T131203304394
 2.25347     4.38833     48.31959      28.69372     27.90108    0b1111111111111111    20190604T131203724429
 2.25342     4.38750     49.04883      28.72543     27.90108    0b1111111111111111    20190604T131204144417
 2.25352     4.39000     49.77806      28.69372     27.93278    0b1111111111111111    20190604T131204563896
 2.25356     4.38833     50.41218      28.69372     27.93278    0b1111111111111111    20190604T131204984024
 2.25366     4.38750     50.98288      28.69372     27.93278    0b1111111111111111    20190604T131205404025
 2.25370     4.38917     51.58529      28.72543     27.90108    0b1111111111111111    20190604T131205823881
 2.25384     4.39083     52.09258      28.69372     27.93278    0b1111111111111111    20190604T131206243270
 2.25380     4.39000     52.69499      28.72543     27.96449    0b1111111111111111    20190604T131206662574
 2.25398     4.38917     53.13887      28.72543     27.93278    0b1111111111111111    20190604T131207082266
 2.25408     4.38833     53.80469      28.69372     27.96449    0b1111111111111111    20190604T131207503583
 2.25408     4.39083     54.24857      28.72543     27.96449    0b1111111111111111    20190604T131207923079
 2.25408     4.39000     54.72416      28.72543     27.93278    0b1111111111111111    20190604T131208343100
 2.25412     4.39167     55.19975      28.75713     27.93278    0b1111111111111111    20190604T131208763686
 2.25412     4.38667     55.70704      28.72543     27.93278    0b1111111111111111    20190604T131209182685
 2.25417     4.39083     56.11921      28.72543     27.96449    0b1111111111111111    20190604T131209601305
