Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7800      0.00        0.00    0.080119     0.019     0.062    59.661    23.906    0b1111    20190521T103457751679
  120      -4.7173      0.50        1.25    0.079144     0.029     0.062    59.604    23.906    0b1111    20190521T103458713185
  110      -4.3226      0.38        1.25    0.073375     0.000     0.000    58.911    23.906    0b1111    20190521T103459677015
  100      -3.9287      0.00        0.00    0.067625     0.000     0.000    58.096    23.906    0b1111    20190521T103500641515
   90      -3.5362      0.00        0.00    0.061875     0.000     0.000    57.152    23.938    0b1111    20190521T103501608014
   80      -3.1425      0.00        0.00    0.056125     0.000     0.000    55.991    23.970    0b1111    20190521T103502570475
   70      -2.7488      0.00        0.00    0.050375     0.000     0.000    54.566    23.938    0b1111    20190521T103503531210
   60      -2.3525      0.00        0.00    0.044562     0.000     0.000    52.791    23.938    0b1111    20190521T103504491574
   50      -1.9600      0.00        0.00    0.038856     0.029     0.063    50.442    23.938    0b1111    20190521T103505453008
   40      -1.5670      0.61        1.25    0.033119     0.019     0.063    47.315    23.970    0b1111    20190521T103506413913
   30      -1.1749      0.37        1.25    0.027375     0.000     0.000    42.918    23.970    0b1111    20190521T103507370961
   20      -0.7812      0.00        0.00    0.021688     0.000     0.000    36.023    23.970    0b1111    20190521T103508334510
   10      -0.3887      0.00        0.00    0.015937     0.000     0.000    24.392    23.970    0b1111    20190521T103509300825
    0      -0.0000      0.00        0.00    0.010206     0.029     0.063    -0.000    23.970    0b1111    20190521T103510263107
