Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.23997     4.36333     23.27204      30.34242     32.87888    0b1111111111111111    20190410T151121154007
 2.23997     4.36417     23.24033      30.37413     32.91059    0b1111111111111111    20190410T151121573312
 2.23997     4.36250     23.27204      30.37413     32.91059    0b1111111111111111    20190410T151121992803
 2.23992     4.36250     23.27204      30.40583     32.91059    0b1111111111111111    20190410T151122412046
 2.23997     4.36333     23.27204      30.37413     32.91059    0b1111111111111111    20190410T151122831618
 2.24020     4.36250     24.95244      30.37413     32.94230    0b1111111111111111    20190410T151123249621
 2.24039     4.36250     26.37920      30.40583     32.91059    0b1111111111111111    20190410T151123667726
 2.24053     4.36333     27.99620      30.40583     32.94230    0b1111111111111111    20190410T151124086223
 2.24072     4.36500     29.58148      30.43754     32.94230    0b1111111111111111    20190410T151124504224
 2.24095     4.36500     31.10336      30.40583     32.97400    0b1111111111111111    20190410T151124923878
 2.24109     4.36583     32.59353      30.40583     32.94230    0b1111111111111111    20190410T151125343205
 2.24133     4.36417     34.08370      30.40583     32.97400    0b1111111111111111    20190410T151125762447
 2.24166     4.36417     35.35193      30.43754     33.00571    0b1111111111111111    20190410T151126180185
 2.24175     4.36583     36.68358      30.40583     32.97400    0b1111111111111111    20190410T151126598672
 2.24184     4.36667     37.95181      30.43754     32.97400    0b1111111111111111    20190410T151127015967
 2.24203     4.36750     39.31516      30.40583     33.00571    0b1111111111111111    20190410T151127434714
 2.24213     4.36583     40.45656      30.40583     33.00571    0b1111111111111111    20190410T151127854415
 2.24231     4.36667     41.62968      30.43754     33.00571    0b1111111111111111    20190410T151128272164
 2.24255     4.36750     42.42232      30.43754     33.00571    0b1111111111111111    20190410T151128690793
 2.24259     4.36833     42.92961      30.43754     33.00571    0b1111111111111111    20190410T151129111525
 2.24259     4.36750     43.62714      30.43754     33.00571    0b1111111111111111    20190410T151129529388
 2.24278     4.36750     44.35637      30.43754     33.00571    0b1111111111111111    20190410T151129948384
 2.24292     4.36750     45.11731      30.46925     33.00571    0b1111111111111111    20190410T151130367919
 2.24292     4.37083     45.71972      30.43754     33.00571    0b1111111111111111    20190410T151130786116
 2.24297     4.36833     46.48066      30.46925     33.00571    0b1111111111111111    20190410T151131203605
 2.24316     4.36750     47.01966      30.43754     33.03741    0b1111111111111111    20190410T151131622146
 2.24334     4.36833     47.68548      30.43754     33.03741    0b1111111111111111    20190410T151132042648
 2.24344     4.36917     48.22448      30.43754     33.03741    0b1111111111111111    20190410T151132462391
 2.24348     4.37000     48.63665      30.43754     33.03741    0b1111111111111111    20190410T151132881710
 2.24358     4.36917     49.20736      30.43754     33.03741    0b1111111111111111    20190410T151133298978
 2.24372     4.37083     50.03171      30.43754     33.03741    0b1111111111111111    20190410T151133718571
 2.24386     4.37000     50.76094      30.46925     33.06912    0b1111111111111111    20190410T151134137473
 2.24400     4.37083     51.49017      30.43754     33.03741    0b1111111111111111    20190410T151134555184
 2.24414     4.36917     52.31452      30.46925     33.06912    0b1111111111111111    20190410T151134973325
 2.24423     4.37083     52.88523      30.46925     33.03741    0b1111111111111111    20190410T151135391360
 2.24433     4.37083     53.45593      30.50095     33.06912    0b1111111111111111    20190410T151135810582
 2.24442     4.37167     54.05834      30.46925     33.03741    0b1111111111111111    20190410T151136229157
 2.24442     4.37250     54.53393      30.50095     33.06912    0b1111111111111111    20190410T151136647400
 2.24456     4.37167     55.10463      30.50095     33.03741    0b1111111111111111    20190410T151137067413
 2.24470     4.37417     55.64363      30.50095     33.06912    0b1111111111111111    20190410T151137485428
 2.24489     4.37083     56.08751      30.46925     33.10082    0b1111111111111111    20190410T151137905025
 2.24489     4.37083     56.56309      30.46925     33.06912    0b1111111111111111    20190410T151138322738
 2.24503     4.37417     56.94356      30.50095     33.06912    0b1111111111111111    20190410T151138741608
 2.24512     4.37333     57.38744      30.46925     33.06912    0b1111111111111111    20190410T151139158979
 2.24512     4.37333     57.76791      30.50095     33.06912    0b1111111111111111    20190410T151139576963
 2.24522     4.37417     58.14838      30.46925     33.06912    0b1111111111111111    20190410T151139995218
 2.24536     4.37417     58.49715      30.46925     33.10082    0b1111111111111111    20190410T151140416486
 2.24541     4.37167     58.81420      30.50095     33.10082    0b1111111111111111    20190410T151140835853
 2.24545     4.37583     59.06785      30.50095     33.10082    0b1111111111111111    20190410T151141253447
 2.24555     4.37500     59.38491      30.46925     33.10082    0b1111111111111111    20190410T151141671670
 2.24573     4.37417     59.67026      30.50095     33.10082    0b1111111111111111    20190410T151142090139
 2.24569     4.37667     60.01902      30.50095     33.10082    0b1111111111111111    20190410T151142508559
 2.24583     4.37583     60.30438      30.50095     33.10082    0b1111111111111111    20190410T151142926966
 2.24583     4.37333     60.55802      30.50095     33.10082    0b1111111111111111    20190410T151143344915
 2.24583     4.37667     60.77996      30.50095     33.10082    0b1111111111111111    20190410T151143763077
 2.24592     4.37500     61.00190      30.50095     33.10082    0b1111111111111111    20190410T151144181021
 2.24597     4.37500     61.28725      30.50095     33.06912    0b1111111111111111    20190410T151144600041
 2.24606     4.37583     61.60431      30.50095     33.06912    0b1111111111111111    20190410T151145019533
 2.24606     4.37833     61.63602      30.50095     33.10082    0b1111111111111111    20190410T151145438404
 2.24625     4.37667     61.92137      30.50095     33.10082    0b1111111111111111    20190410T151145857081
 2.24630     4.37750     62.14331      30.50095     33.10082    0b1111111111111111    20190410T151146274139
 2.24630     4.37750     62.33354      30.50095     33.10082    0b1111111111111111    20190410T151146692156
 2.24639     4.37833     62.49207      30.53266     33.13253    0b1111111111111111    20190410T151147109646
 2.24644     4.37750     62.71401      30.50095     33.10082    0b1111111111111111    20190410T151147529517
 2.24644     4.37917     62.93595      30.50095     33.13253    0b1111111111111111    20190410T151147950010
 2.24658     4.37667     63.15789      30.53266     33.10082    0b1111111111111111    20190410T151148368229
 2.24653     4.37750     63.41154      30.50095     33.13253    0b1111111111111111    20190410T151148788078
 2.24662     4.37667     63.60178      30.50095     33.13253    0b1111111111111111    20190410T151149207198
 2.24667     4.37917     63.82372      30.50095     33.10082    0b1111111111111111    20190410T151149625988
 2.24681     4.37667     64.10907      30.50095     33.16424    0b1111111111111111    20190410T151150044553
 2.24677     4.37750     64.33101      30.53266     33.13253    0b1111111111111111    20190410T151150462975
 2.24681     4.38000     64.52124      30.50095     33.13253    0b1111111111111111    20190410T151150881038
 2.24681     4.37917     64.77489      30.50095     33.10082    0b1111111111111111    20190410T151151300457
 2.24681     4.38083     64.99683      30.53266     33.10082    0b1111111111111111    20190410T151151719450
 2.24686     4.37917     65.28218      30.50095     33.10082    0b1111111111111111    20190410T151152138766
 2.24686     4.38083     65.37730      30.50095     33.13253    0b1111111111111111    20190410T151152556919
 2.24691     4.38083     65.53583      30.53266     33.13253    0b1111111111111111    20190410T151152977153
