Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7861      0.37        1.25    0.047806     0.019     0.063   100.115    24.445       0b0    20190416T133419527294
  120      -4.6875      0.00        0.00    0.046694     0.019     0.063   100.388    24.445       0b0    20190416T133420482506
  110      -4.2962      0.00        0.00    0.042556     0.019     0.063   100.955    24.445       0b0    20190416T133421438380
  100      -3.9050      0.00        0.00    0.038375     0.000     0.000   101.759    24.413       0b0    20190416T133422393491
   90      -3.5150      0.00        0.00    0.034187     0.000     0.000   102.815    24.445       0b0    20190416T133423346561
   80      -3.1239      0.37        1.25    0.030012     0.025     0.063   104.086    24.445       0b0    20190416T133424301172
   70      -2.7336      0.38        1.25    0.025875     0.000     0.000   105.647    24.445       0b0    20190416T133425261536
   60      -2.3400      0.00        0.00    0.021688     0.000     0.000   107.896    24.413       0b0    20190416T133426216791
   50      -1.9500      0.00        0.00    0.017500     0.000     0.000   111.429    24.413       0b0    20190416T133427172788
   40      -1.5588      0.00        0.00    0.013375     0.000     0.000   116.542    24.413       0b0    20190416T133428126777
   30      -1.1678      0.50        1.25    0.009187     0.000     0.000   127.102    24.413       0b0    20190416T133429082608
   20      -0.7765      0.50        1.25    0.005062     0.000     0.000   153.383    24.413       0b0    20190416T133430037957
   10      -0.3850      0.00        0.00    0.000938     0.000     0.000   410.667    24.413       0b0    20190416T133430992563
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.413       0b0    20190416T133431947299
