Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8050      0.00        0.00    0.053956     0.029     0.063    89.054    24.445       0b0    20190411T154539599636
  120      -4.7933      0.61        1.25    0.053812     0.000     0.000    89.073    24.413       0b0    20190411T154540555427
  110      -4.4113      0.00        0.00    0.049812     0.000     0.000    88.557    24.413       0b0    20190411T154541510665
  100      -4.0088      0.00        0.00    0.045562     0.000     0.000    87.984    24.413       0b0    20190411T154542464540
   90      -3.6074      0.37        1.25    0.041312     0.000     0.000    87.319    24.413       0b0    20190411T154543420422
   80      -3.2050      0.00        0.00    0.037069     0.019     0.063    86.461    24.382       0b0    20190411T154544375240
   70      -2.8021      0.57        1.25    0.032875     0.000     0.000    85.236    24.382       0b0    20190411T154545332737
   60      -2.3975      0.00        0.00    0.028625     0.000     0.000    83.755    24.382       0b0    20190411T154546288143
   50      -1.9966      0.57        1.25    0.024438     0.000     0.000    81.703    24.382       0b0    20190411T154547242694
   40      -1.5962      0.00        0.00    0.020188     0.000     0.000    79.071    24.382       0b0    20190411T154548196803
   30      -1.1950      0.00        0.00    0.016000     0.000     0.000    74.687    24.413       0b0    20190411T154549152538
   20      -0.7950      0.00        0.00    0.011856     0.029     0.063    67.053    24.382       0b0    20190411T154550117678
   10      -0.3937      0.00        0.00    0.007625     0.000     0.000    51.639    24.413       0b0    20190411T154551082952
    0      -0.0000      0.00        0.00    0.003438     0.000     0.000    -0.000    24.382       0b0    20190411T154552039990
