Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8000      0.00        0.00    0.051169     0.029     0.063    93.807    24.128       0b0    20190607T131543469967
  120      -4.7875      0.00        0.00    0.051037     0.031     0.062    93.804    24.128       0b0    20190607T131544430405
  110      -4.3987      0.00        0.00    0.047000     0.000     0.000    93.590    24.128       0b0    20190607T131545388494
  100      -3.9984      0.57        1.25    0.042813     0.000     0.000    93.393    24.160       0b0    20190607T131546348636
   90      -3.5984      0.57        1.25    0.038644     0.029     0.063    93.117    24.128       0b0    20190607T131547307730
   80      -3.1975      0.00        0.00    0.034500     0.000     0.000    92.681    24.128       0b0    20190607T131548276343
   70      -2.7963      0.00        0.00    0.030313     0.000     0.000    92.247    24.096       0b0    20190607T131549237609
   60      -2.3926      0.38        1.25    0.026125     0.000     0.000    91.584    24.160       0b0    20190607T131550195958
   50      -1.9937      0.00        0.00    0.022000     0.000     0.000    90.625    24.128       0b0    20190607T131551152197
   40      -1.5950      0.00        0.00    0.017869     0.019     0.062    89.262    24.128       0b0    20190607T131552114442
   30      -1.1950      0.00        0.00    0.013719     0.031     0.063    87.107    24.128       0b0    20190607T131553072142
   20      -0.7962      0.00        0.00    0.009625     0.000     0.000    82.727    24.128       0b0    20190607T131554032364
   10      -0.3974      0.38        1.25    0.005462     0.031     0.063    72.746    24.128       0b0    20190607T131554989137
    0      -0.0000      0.00        0.00    0.001312     0.000     0.000    -0.000    24.128       0b0    20190607T131555948707
