Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7425      0.00        0.00    0.055012     0.025     0.062    86.208    25.587     0b111    20190531T133331629278
  120      -4.5012      0.00        0.00    0.051687     0.000     0.000    87.086    25.555     0b111    20190531T133332589510
  110      -4.1250      0.00        0.00    0.046500     0.000     0.000    88.710    25.587     0b111    20190531T133333550198
  100      -3.7500      0.00        0.00    0.041312     0.000     0.000    90.772    25.587     0b111    20190531T133334509345
   90      -3.3758      0.61        1.25    0.036125     0.000     0.000    93.446    25.587     0b111    20190531T133335468585
   80      -3.0000      0.00        0.00    0.030956     0.029     0.063    96.911    25.587     0b111    20190531T133336423792
   70      -2.6250      0.00        0.00    0.025812     0.000     0.000   101.695    25.587     0b111    20190531T133337383808
   60      -2.2475      0.00        0.00    0.020581     0.029     0.063   109.201    25.587     0b111    20190531T133338341916
   50      -1.8725      0.00        0.00    0.015438     0.000     0.000   121.296    25.555     0b111    20190531T133339299648
   40      -1.4978      0.50        1.25    0.010256     0.019     0.063   146.033    25.618     0b111    20190531T133340258758
   30      -1.1237      0.00        0.00    0.005125     0.000     0.000   219.268    25.587     0b111    20190531T133341218458
   20      -0.7488      0.00        0.00    0.000063     0.000     0.000 11980.000    25.555     0b111    20190531T133342176825
   10      -0.3738      0.00        0.00    0.000000     0.000     0.000     1.000    25.555     0b111    20190531T133343136457
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.555     0b111    20190531T133344094537
