Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7714      0.37        1.25    0.088125     0.000     0.000    54.143    26.252    0b1001    20190613T171800599374
  120      -4.6613      0.00        0.00    0.086200     0.025     0.063    54.075    26.189    0b1001    20190613T171801556692
  110      -4.2713      0.00        0.00    0.079625     0.000     0.000    53.642    26.252    0b1001    20190613T171802516042
  100      -3.8825      0.00        0.00    0.073038     0.031     0.063    53.158    26.221    0b1001    20190613T171803476933
   90      -3.4950      0.00        0.00    0.066438     0.000     0.000    52.606    26.252    0b1001    20190613T171804436770
   80      -3.1062      0.00        0.00    0.059875     0.000     0.000    51.879    26.252    0b1001    20190613T171805399932
   70      -2.7175      0.00        0.00    0.053300     0.025     0.063    50.985    26.221    0b1001    20190613T171806364021
   60      -2.3263      0.00        0.00    0.046687     0.000     0.000    49.826    26.221    0b1001    20190613T171807322622
   50      -1.9375      0.00        0.00    0.040063     0.000     0.000    48.362    26.252    0b1001    20190613T171808277735
   40      -1.5488      0.00        0.00    0.033500     0.000     0.000    46.231    26.221    0b1001    20190613T171809235432
   30      -1.1600      0.00        0.00    0.026875     0.000     0.000    43.163    26.252    0b1001    20190613T171810194480
   20      -0.7713      0.00        0.00    0.020325     0.025     0.063    37.946    26.221    0b1001    20190613T171811154570
   10      -0.3825      0.00        0.00    0.013750     0.000     0.000    27.818    26.221    0b1001    20190613T171812117280
    0      -0.0000      0.00        0.00    0.007125     0.000     0.000    -0.000    26.221    0b1001    20190613T171813078512
