Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7875      0.00        0.00    0.056650     0.031     0.063    84.510    25.174     0b111    20190909T151301931382
  120      -4.5826      0.37        1.25    0.053812     0.000     0.000    85.159    25.206     0b111    20190909T151302892572
  110      -4.2000      0.00        0.00    0.048625     0.000     0.000    86.375    25.206     0b111    20190909T151303858070
  100      -3.8180      0.61        1.25    0.043369     0.019     0.063    88.036    25.206     0b111    20190909T151304824025
   90      -3.4363      0.00        0.00    0.038125     0.000     0.000    90.131    25.206     0b111    20190909T151305790540
   80      -3.0547      0.50        1.25    0.032875     0.000     0.000    92.920    25.238     0b111    20190909T151306757500
   70      -2.6724      0.37        1.25    0.027662     0.031     0.062    96.606    25.206     0b111    20190909T151307722893
   60      -2.2875      0.00        0.00    0.022406     0.031     0.063   102.092    25.238     0b111    20190909T151308689245
   50      -1.9062      0.00        0.00    0.017187     0.000     0.000   110.909    25.206     0b111    20190909T151309653987
   40      -1.5237      0.00        0.00    0.011969     0.031     0.063   127.311    25.206     0b111    20190909T151310620486
   30      -1.1425      0.00        0.00    0.006750     0.000     0.000   169.259    25.238     0b111    20190909T151311583035
   20      -0.7600      0.00        0.00    0.001619     0.019     0.063   469.498    25.238     0b111    20190909T151312547682
   10      -0.3775      0.00        0.00    0.000000     0.000     0.000     1.000    25.206     0b111    20190909T151313512943
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.206     0b111    20190909T151314480656
