Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7581      0.62        1.25    0.067444     0.019     0.062    70.550    24.762    0b1001    20190531T150953262956
  120      -4.5575      0.00        0.00    0.064063     0.000     0.000    71.141    24.762    0b1001    20190531T150954221697
  110      -4.1763      0.00        0.00    0.057625     0.000     0.000    72.473    24.794    0b1001    20190531T150955177692
  100      -3.7962      0.00        0.00    0.051187     0.000     0.000    74.164    24.794    0b1001    20190531T150956136154
   90      -3.4169      0.62        1.25    0.044812     0.000     0.000    76.248    24.794    0b1001    20190531T150957094893
   80      -3.0364      0.38        1.25    0.038375     0.000     0.000    79.124    24.794    0b1001    20190531T150958055284
   70      -2.6562      0.00        0.00    0.032000     0.000     0.000    83.008    24.826    0b1001    20190531T150959013615
   60      -2.2738      0.00        0.00    0.025562     0.000     0.000    88.949    24.794    0b1001    20190531T150959970606
   50      -1.8938      0.00        0.00    0.019187     0.000     0.000    98.697    24.794    0b1001    20190531T151000925998
   40      -1.5137      0.00        0.00    0.012794     0.029     0.062   118.319    24.794    0b1001    20190531T151001886811
   30      -1.1350      0.00        0.00    0.006425     0.025     0.063   176.654    24.794    0b1001    20190531T151002844933
   20      -0.7544      0.62        1.25    0.000125     0.000     0.000  6035.000    24.826    0b1001    20190531T151003803339
   10      -0.3750      0.00        0.00    0.000000     0.000     0.000     1.000    24.794    0b1001    20190531T151004762441
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.826    0b1001    20190531T151005723505
