Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7825      0.00        0.00    0.068187     0.000     0.000    70.137    24.350    0b1111    20190607T134627038790
  120      -4.5913      0.00        0.00    0.065375     0.000     0.000    70.229    24.318    0b1111    20190607T134627998207
  110      -4.2075      0.00        0.00    0.059688     0.000     0.000    70.492    24.350    0b1111    20190607T134628957114
  100      -3.8250      0.00        0.00    0.054062     0.000     0.000    70.751    24.350    0b1111    20190607T134629914567
   90      -3.4425      0.00        0.00    0.048438     0.000     0.000    71.071    24.350    0b1111    20190607T134630871461
   80      -3.0600      0.00        0.00    0.042813     0.000     0.000    71.474    24.382    0b1111    20190607T134631832563
   70      -2.6771      0.57        1.25    0.037156     0.031     0.062    72.050    24.382    0b1111    20190607T134632787812
   60      -2.2924      0.37        1.25    0.031500     0.000     0.000    72.774    24.382    0b1111    20190607T134633746284
   50      -1.9087      0.00        0.00    0.025875     0.000     0.000    73.768    24.350    0b1111    20190607T134634704143
   40      -1.5264      0.37        1.25    0.020250     0.000     0.000    75.377    24.382    0b1111    20190607T134635664997
   30      -1.1450      0.00        0.00    0.014625     0.000     0.000    78.291    24.382    0b1111    20190607T134636626695
   20      -0.7613      0.00        0.00    0.009062     0.000     0.000    84.000    24.382    0b1111    20190607T134637584596
   10      -0.3800      0.00        0.00    0.003438     0.000     0.000   110.545    24.382    0b1111    20190607T134638544068
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.382    0b1111    20190607T134639506281
