Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7523      0.50        1.25    0.071313     0.000     0.000    66.640    24.921    0b1111    20190531T150233169090
  120      -4.7400      0.00        0.00    0.071125     0.000     0.000    66.643    24.921    0b1111    20190531T150234129465
  110      -4.3700      0.00        0.00    0.065756     0.019     0.062    66.458    24.921    0b1111    20190531T150235088199
  100      -3.9737      0.00        0.00    0.060038     0.031     0.063    66.188    24.952    0b1111    20190531T150236048950
   90      -3.5770      0.61        1.25    0.054306     0.019     0.063    65.867    24.921    0b1111    20190531T150237008545
   80      -3.1800      0.00        0.00    0.048556     0.019     0.063    65.491    24.952    0b1111    20190531T150237964279
   70      -2.7821      0.57        1.25    0.042813     0.000     0.000    64.984    24.921    0b1111    20190531T150238921414
   60      -2.3825      0.00        0.00    0.037062     0.000     0.000    64.283    24.921    0b1111    20190531T150239881003
   50      -1.9862      0.00        0.00    0.031313     0.000     0.000    63.433    24.984    0b1111    20190531T150240840698
   40      -1.5888      0.00        0.00    0.025606     0.029     0.063    62.045    24.921    0b1111    20190531T150241800550
   30      -1.1912      0.00        0.00    0.019875     0.000     0.000    59.937    24.952    0b1111    20190531T150242761201
   20      -0.7938      0.00        0.00    0.014150     0.031     0.062    56.095    24.952    0b1111    20190531T150243728584
   10      -0.3963      0.00        0.00    0.008419     0.029     0.063    47.068    24.984    0b1111    20190531T150244696705
    0      -0.0000      0.00        0.00    0.002687     0.000     0.000    -0.000    24.952    0b1111    20190531T150245657244
