Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7757      0.61        1.25    0.061063     0.000     0.000    78.211    26.316     0b111    20181030T161712380842
  120      -4.5350      0.00        0.00    0.057694     0.019     0.063    78.605    26.284     0b111    20181030T161713335787
  110      -4.1562      0.00        0.00    0.052487     0.025     0.063    79.186    26.284     0b111    20181030T161714291513
  100      -3.7775      0.00        0.00    0.047250     0.000     0.000    79.947    26.284     0b111    20181030T161715248034
   90      -3.4000      0.00        0.00    0.042000     0.000     0.000    80.952    26.284     0b111    20181030T161716204607
   80      -3.0225      0.00        0.00    0.036762     0.025     0.063    82.217    26.284     0b111    20181030T161717161844
   70      -2.6438      0.00        0.00    0.031563     0.000     0.000    83.762    26.252     0b111    20181030T161718117577
   60      -2.2638      0.00        0.00    0.026312     0.000     0.000    86.033    26.221     0b111    20181030T161719074438
   50      -1.8862      0.00        0.00    0.021063     0.000     0.000    89.555    26.221     0b111    20181030T161720029210
   40      -1.5087      0.00        0.00    0.015875     0.000     0.000    95.039    26.221     0b111    20181030T161720983822
   30      -1.1312      0.00        0.00    0.010625     0.000     0.000   106.471    26.189     0b111    20181030T161721939894
   20      -0.7538      0.00        0.00    0.005450     0.025     0.063   138.303    26.157     0b111    20181030T161722895549
   10      -0.3763      0.00        0.00    0.000294     0.029     0.062  1280.851    26.189     0b111    20181030T161723852151
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.126     0b111    20181030T161724809068
