Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.068762     0.025     0.062    69.351    25.777    0b1111    20190605T161117398598
  120      -4.6413      0.00        0.00    0.066875     0.000     0.000    69.402    25.777    0b1111    20190605T161118356694
  110      -4.2529      0.57        1.25    0.061231     0.029     0.063    69.456    25.808    0b1111    20190605T161119315044
  100      -3.8662      0.00        0.00    0.055563     0.000     0.000    69.584    25.808    0b1111    20190605T161120274039
   90      -3.4800      0.00        0.00    0.049938     0.000     0.000    69.687    25.808    0b1111    20190605T161121233619
   80      -3.0929      0.57        1.25    0.044262     0.025     0.063    69.876    25.840    0b1111    20190605T161122192989
   70      -2.7051      0.38        1.25    0.038625     0.000     0.000    70.036    25.808    0b1111    20190605T161123153021
   60      -2.3163      0.00        0.00    0.032938     0.000     0.000    70.323    25.840    0b1111    20190605T161124114187
   50      -1.9300      0.00        0.00    0.027312     0.000     0.000    70.664    25.840    0b1111    20190605T161125072969
   40      -1.5425      0.00        0.00    0.021688     0.000     0.000    71.124    25.840    0b1111    20190605T161126032470
   30      -1.1562      0.00        0.00    0.016063     0.000     0.000    71.984    25.840    0b1111    20190605T161126992310
   20      -0.7687      0.00        0.00    0.010438     0.000     0.000    73.653    25.840    0b1111    20190605T161127952642
   10      -0.3813      0.00        0.00    0.004812     0.000     0.000    79.221    25.840    0b1111    20190605T161128911026
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.808    0b1111    20190605T161129870620
