Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.040206     0.029     0.063   119.136    23.621       0b0    20191209T170459629017
  120      -4.6415      0.50        1.25    0.038625     0.000     0.000   120.168    23.589       0b0    20191209T170500589367
  110      -4.2537      0.00        0.00    0.034563     0.000     0.000   123.074    23.589       0b0    20191209T170501550347
  100      -3.8662      0.00        0.00    0.030525     0.031     0.063   126.658    23.589       0b0    20191209T170502510797
   90      -3.4806      0.63        1.25    0.026500     0.000     0.000   131.344    23.589       0b0    20191209T170503468567
   80      -3.0944      0.63        1.25    0.022437     0.000     0.000   137.911    23.589       0b0    20191209T170504428659
   70      -2.7075      0.00        0.00    0.018437     0.000     0.000   146.847    23.589       0b0    20191209T170505391165
   60      -2.3188      0.00        0.00    0.014375     0.000     0.000   161.304    23.589       0b0    20191209T170506347662
   50      -1.9325      0.00        0.00    0.010319     0.019     0.063   187.280    23.589       0b0    20191209T170507305130
   40      -1.5458      0.61        1.25    0.006313     0.000     0.000   244.871    23.557       0b0    20191209T170508262371
   30      -1.1587      0.00        0.00    0.002312     0.000     0.000   501.081    23.557       0b0    20191209T170509221448
   20      -0.7725      0.00        0.00    0.000000     0.000     0.000     1.000    23.557       0b0    20191209T170510180419
   10      -0.3862      0.00        0.00    0.000000     0.000     0.000     1.000    23.557       0b0    20191209T170511138952
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.589       0b0    20191209T170512099773
