Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.058375     0.000     0.000    81.606    24.667     0b111    20190618T173218412837
  120      -4.5412      0.00        0.00    0.055250     0.000     0.000    82.195    24.667     0b111    20190618T173219380927
  110      -4.1613      0.00        0.00    0.050000     0.000     0.000    83.225    24.635     0b111    20190618T173220351887
  100      -3.7837      0.00        0.00    0.044700     0.025     0.062    84.648    24.667     0b111    20190618T173221317144
   90      -3.4050      0.00        0.00    0.039444     0.019     0.063    86.325    24.699     0b111    20190618T173222279815
   80      -3.0263      0.00        0.00    0.034187     0.000     0.000    88.519    24.667     0b111    20190618T173223243555
   70      -2.6475      0.00        0.00    0.028937     0.000     0.000    91.490    24.667     0b111    20190618T173224208581
   60      -2.2662      0.00        0.00    0.023625     0.000     0.000    95.926    24.699     0b111    20190618T173225174109
   50      -1.8875      0.00        0.00    0.018375     0.000     0.000   102.721    24.667     0b111    20190618T173226135546
   40      -1.5087      0.00        0.00    0.013131     0.019     0.062   114.898    24.699     0b111    20190618T173227099022
   30      -1.1303      0.50        1.25    0.007938     0.000     0.000   142.394    24.667     0b111    20190618T173228063773
   20      -0.7512      0.00        0.00    0.002700     0.025     0.063   278.241    24.667     0b111    20190618T173229027968
   10      -0.3725      0.00        0.00    0.000000     0.000     0.000     1.000    24.699     0b111    20190618T173229992861
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.699     0b111    20190618T173230956683
