Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.075500     0.000     0.000    63.079    23.843     0b111    20190412T113443154497
  120      -4.5200      0.00        0.00    0.072138     0.025     0.062    62.658    23.843     0b111    20190412T113444119424
  110      -4.1415      0.50        1.25    0.066937     0.000     0.000    61.871    23.843     0b111    20190412T113445084834
  100      -3.7650      0.00        0.00    0.061750     0.000     0.000    60.972    23.843     0b111    20190412T113446051656
   90      -3.3875      0.00        0.00    0.056563     0.000     0.000    59.890    23.843     0b111    20190412T113447012892
   80      -3.0100      0.00        0.00    0.051337     0.031     0.063    58.632    23.843     0b111    20190412T113447977724
   70      -2.6325      0.00        0.00    0.046125     0.000     0.000    57.073    23.843     0b111    20190412T113448934344
   60      -2.2525      0.00        0.00    0.040919     0.029     0.063    55.048    23.843     0b111    20190412T113449890732
   50      -1.8750      0.00        0.00    0.035725     0.031     0.063    52.484    23.843     0b111    20190412T113450846802
   40      -1.4986      0.37        1.25    0.030531     0.031     0.063    49.085    23.843     0b111    20190412T113451805911
   30      -1.1214      0.37        1.25    0.025331     0.029     0.063    44.268    23.874     0b111    20190412T113452763514
   20      -0.7438      0.00        0.00    0.020188     0.000     0.000    36.842    23.843     0b111    20190412T113453720172
   10      -0.3675      0.00        0.00    0.014987     0.025     0.062    24.520    23.906     0b111    20190412T113454676629
    0      -0.0000      0.00        0.00    0.009756     0.019     0.063    -0.000    23.874     0b111    20190412T113455633378
