Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8075      0.00        0.00    0.072875     0.000     0.000    65.969    22.987    0b1001    20181009T124900984222
  120      -4.7250      0.00        0.00    0.071438     0.000     0.000    66.142    22.987    0b1001    20181009T124902034321
  110      -4.3300      0.00        0.00    0.064875     0.000     0.000    66.744    22.987    0b1001    20181009T124903087818
  100      -3.9363      0.00        0.00    0.058313     0.000     0.000    67.503    22.987    0b1001    20181009T124904138659
   90      -3.5425      0.00        0.00    0.051750     0.000     0.000    68.454    22.987    0b1001    20181009T124905188616
   80      -3.1488      0.00        0.00    0.045187     0.000     0.000    69.682    23.050    0b1001    20181009T124906238253
   70      -2.7550      0.00        0.00    0.038687     0.000     0.000    71.212    23.018    0b1001    20181009T124907288525
   60      -2.3594      0.62        1.25    0.032069     0.019     0.063    73.572    23.018    0b1001    20181009T124908338351
   50      -1.9656      0.62        1.25    0.025562     0.000     0.000    76.895    23.018    0b1001    20181009T124909389453
   40      -1.5725      0.00        0.00    0.019000     0.000     0.000    82.763    23.018    0b1001    20181009T124910442160
   30      -1.1800      0.00        0.00    0.012500     0.000     0.000    94.400    23.018    0b1001    20181009T124911492916
   20      -0.7850      0.00        0.00    0.006044     0.029     0.063   129.886    23.018    0b1001    20181009T124912542527
   10      -0.3930      0.61        1.25    0.000000     0.000     0.000     1.000    23.018    0b1001    20181009T124913591543
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.018    0b1001    20181009T124914641407
