Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7912      0.00        0.00    0.051687     0.000     0.000    92.696    26.126       0b0    20190605T143419524291
  120      -4.5938      0.00        0.00    0.049625     0.000     0.000    92.569    26.126       0b0    20190605T143420490418
  110      -4.2089      0.37        1.25    0.045625     0.000     0.000    92.249    26.126       0b0    20190605T143421459149
  100      -3.8263      0.00        0.00    0.041631     0.019     0.063    91.908    26.126       0b0    20190605T143422430137
   90      -3.4438      0.00        0.00    0.037631     0.019     0.062    91.513    26.094       0b0    20190605T143423396792
   80      -3.0613      0.00        0.00    0.033687     0.000     0.000    90.872    26.094       0b0    20190605T143424355093
   70      -2.6775      0.00        0.00    0.029687     0.000     0.000    90.189    26.126       0b0    20190605T143425315775
   60      -2.2925      0.00        0.00    0.025688     0.000     0.000    89.246    26.094       0b0    20190605T143426275051
   50      -1.9100      0.00        0.00    0.021688     0.000     0.000    88.069    26.094       0b0    20190605T143427235618
   40      -1.5264      0.37        1.25    0.017687     0.000     0.000    86.297    26.094       0b0    20190605T143428193927
   30      -1.1438      0.00        0.00    0.013750     0.000     0.000    83.182    26.094       0b0    20190605T143429149671
   20      -0.7602      0.50        1.25    0.009800     0.025     0.063    77.577    26.094       0b0    20190605T143430108462
   10      -0.3775      0.00        0.00    0.005812     0.000     0.000    64.946    26.094       0b0    20190605T143431071005
    0      -0.0000      0.00        0.00    0.001813     0.000     0.000    -0.000    26.094       0b0    20190605T143432042815
