Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7837      0.00        0.00    0.062188     0.000     0.000    76.925    23.779     0b111    20190418T100852518259
  120      -4.7613      0.00        0.00    0.061819     0.019     0.062    77.020    23.748     0b111    20190418T100853473498
  110      -4.3655      0.61        1.25    0.056437     0.000     0.000    77.351    23.748     0b111    20190418T100854428880
  100      -3.9688      0.00        0.00    0.051006     0.019     0.062    77.809    23.779     0b111    20190418T100855385739
   90      -3.5737      0.00        0.00    0.045625     0.000     0.000    78.329    23.779     0b111    20190418T100856341580
   80      -3.1775      0.00        0.00    0.040200     0.025     0.063    79.042    23.779     0b111    20190418T100857297353
   70      -2.7800      0.00        0.00    0.034813     0.000     0.000    79.856    23.779     0b111    20190418T100858254155
   60      -2.3813      0.00        0.00    0.029375     0.000     0.000    81.064    23.748     0b111    20190418T100859210428
   50      -1.9859      0.57        1.25    0.024000     0.000     0.000    82.745    23.748     0b111    20190418T100900166747
   40      -1.5889      0.37        1.25    0.018613     0.025     0.062    85.366    23.779     0b111    20190418T100901123608
   30      -1.1925      0.00        0.00    0.013188     0.000     0.000    90.427    23.748     0b111    20190418T100902080256
   20      -0.7956      0.62        1.25    0.007856     0.029     0.063   101.273    23.748     0b111    20190418T100903035189
   10      -0.3986      0.37        1.25    0.002437     0.000     0.000   163.538    23.748     0b111    20190418T100903992061
    0      -0.0001      0.38        1.25    0.000000     0.000     0.000     1.000    23.748     0b111    20190418T100904947709
