Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7964      0.38        1.25    0.047950     0.025     0.063   100.029    24.762       0b0    20190409T150755761528
  120      -4.4625      0.00        0.00    0.044456     0.029     0.062   100.380    24.762       0b0    20190409T150756716278
  110      -4.0900      0.00        0.00    0.040575     0.025     0.063   100.801    24.794       0b0    20190409T150757673639
  100      -3.7176      0.37        1.25    0.036731     0.029     0.063   101.212    24.762       0b0    20190409T150758629289
   90      -3.3463      0.00        0.00    0.032875     0.000     0.000   101.787    24.762       0b0    20190409T150759586376
   80      -2.9737      0.00        0.00    0.029000     0.000     0.000   102.543    24.794       0b0    20190409T150800539136
   70      -2.6012      0.00        0.00    0.025144     0.029     0.063   103.455    24.731       0b0    20190409T150801496240
   60      -2.2262      0.00        0.00    0.021262     0.025     0.063   104.703    24.762       0b0    20190409T150802450735
   50      -1.8538      0.00        0.00    0.017437     0.000     0.000   106.308    24.762       0b0    20190409T150803405710
   40      -1.4817      0.61        1.25    0.013625     0.000     0.000   108.752    24.762       0b0    20190409T150804362791
   30      -1.1100      0.00        0.00    0.009781     0.031     0.063   113.482    24.762       0b0    20190409T150805318890
   20      -0.7375      0.00        0.00    0.006000     0.000     0.000   122.917    24.762       0b0    20190409T150806273751
   10      -0.3654      0.57        1.25    0.002188     0.000     0.000   167.029    24.731       0b0    20190409T150807228273
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.731       0b0    20190409T150808183881
