Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7613      0.00        0.00    0.077719     0.031     0.063    61.263    23.843    0b1001    20181015T113445419311
  120      -4.5225      0.00        0.00    0.073644     0.029     0.063    61.411    23.843    0b1001    20181015T113446376050
  110      -4.1450      0.00        0.00    0.067256     0.019     0.062    61.630    23.843    0b1001    20181015T113447331575
  100      -3.7684      0.57        1.25    0.060881     0.019     0.063    61.897    23.874    0b1001    20181015T113448286254
   90      -3.3925      0.00        0.00    0.054506     0.019     0.062    62.241    23.874    0b1001    20181015T113449242363
   80      -3.0152      0.50        1.25    0.048137     0.025     0.063    62.638    23.874    0b1001    20181015T113450197846
   70      -2.6388      0.00        0.00    0.041788     0.031     0.063    63.147    23.874    0b1001    20181015T113451151957
   60      -2.2600      0.00        0.00    0.035375     0.000     0.000    63.887    23.874    0b1001    20181015T113452108189
   50      -1.8835      0.50        1.25    0.029000     0.000     0.000    64.948    23.874    0b1001    20181015T113453066212
   40      -1.5062      0.00        0.00    0.022625     0.000     0.000    66.575    23.874    0b1001    20181015T113454020410
   30      -1.1300      0.00        0.00    0.016281     0.031     0.063    69.405    23.874    0b1001    20181015T113454975642
   20      -0.7538      0.00        0.00    0.009950     0.025     0.063    75.754    23.874    0b1001    20181015T113455930718
   10      -0.3775      0.00        0.00    0.003625     0.000     0.000   104.138    23.906    0b1001    20181015T113456887617
    0      -0.0012      0.00        0.00    0.000000     0.000     0.000     1.000    23.874    0b1001    20181015T113457842721
