Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.073981     0.029     0.062    64.493    24.192    0b1001    20190617T105015392898
  120      -4.6019      0.62        1.25    0.071088     0.031     0.063    64.735    24.192    0b1001    20190617T105016360773
  110      -4.2163      0.00        0.00    0.064625     0.000     0.000    65.242    24.223    0b1001    20190617T105017330642
  100      -3.8325      0.00        0.00    0.058188     0.000     0.000    65.865    24.192    0b1001    20190617T105018295718
   90      -3.4487      0.00        0.00    0.051750     0.000     0.000    66.643    24.192    0b1001    20190617T105019260038
   80      -3.0650      0.00        0.00    0.045312     0.000     0.000    67.641    24.223    0b1001    20190617T105020225438
   70      -2.6800      0.00        0.00    0.038875     0.000     0.000    68.939    24.192    0b1001    20190617T105021191557
   60      -2.2937      0.00        0.00    0.032438     0.000     0.000    70.713    24.223    0b1001    20190617T105022153283
   50      -1.9100      0.00        0.00    0.026000     0.000     0.000    73.462    24.192    0b1001    20190617T105023115622
   40      -1.5263      0.00        0.00    0.019619     0.019     0.063    77.795    24.192    0b1001    20190617T105024078465
   30      -1.1431      0.62        1.25    0.013188     0.000     0.000    86.682    24.192    0b1001    20190617T105025042985
   20      -0.7588      0.00        0.00    0.006856     0.029     0.063   110.665    24.192    0b1001    20190617T105026003978
   10      -0.3750      0.00        0.00    0.000500     0.000     0.000   750.000    24.192    0b1001    20190617T105026965725
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.160    0b1001    20190617T105027929420
