Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7812      0.00        0.00    0.064137     0.025     0.062    74.547    27.204     0b111    20181011T174219825317
  120      -4.5550      0.00        0.00    0.061050     0.025     0.063    74.611    27.204     0b111    20181011T174220790369
  110      -4.1750      0.00        0.00    0.055838     0.031     0.062    74.771    27.204     0b111    20181011T174221752493
  100      -3.7950      0.00        0.00    0.050650     0.031     0.063    74.926    27.204     0b111    20181011T174222715354
   90      -3.4163      0.00        0.00    0.045500     0.000     0.000    75.082    27.108     0b111    20181011T174223684126
   80      -3.0362      0.00        0.00    0.040312     0.000     0.000    75.318    27.172     0b111    20181011T174224646608
   70      -2.6562      0.00        0.00    0.035125     0.000     0.000    75.623    27.140     0b111    20181011T174225608963
   60      -2.2738      0.00        0.00    0.029937     0.000     0.000    75.950    27.108     0b111    20181011T174226572541
   50      -1.8945      0.61        1.25    0.024750     0.000     0.000    76.545    27.108     0b111    20181011T174227537921
   40      -1.5150      0.00        0.00    0.019594     0.031     0.063    77.321    27.108     0b111    20181011T174228503385
   30      -1.1350      0.00        0.00    0.014438     0.000     0.000    78.615    27.077     0b111    20181011T174229465654
   20      -0.7550      0.00        0.00    0.009312     0.000     0.000    81.074    27.045     0b111    20181011T174230430012
   10      -0.3763      0.00        0.00    0.004138     0.025     0.063    90.937    27.045     0b111    20181011T174231397122
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.982     0b111    20181011T174232361822
