Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7929      0.57        1.25    0.056813     0.000     0.000    84.363    23.843    0b1111    20190625T134404417997
  120      -4.5887      0.00        0.00    0.053750     0.000     0.000    85.372    23.843    0b1111    20190625T134405383345
  110      -4.2062      0.00        0.00    0.048175     0.025     0.063    87.312    23.874    0b1111    20190625T134406353665
  100      -3.8237      0.00        0.00    0.042563     0.000     0.000    89.838    23.843    0b1111    20190625T134407318401
   90      -3.4429      0.57        1.25    0.036969     0.031     0.063    93.129    23.874    0b1111    20190625T134408289146
   80      -3.0613      0.00        0.00    0.031375     0.000     0.000    97.570    23.843    0b1111    20190625T134409259903
   70      -2.6795      0.61        1.25    0.025812     0.000     0.000   103.806    23.874    0b1111    20190625T134410230394
   60      -2.2950      0.00        0.00    0.020188     0.000     0.000   113.684    23.874    0b1111    20190625T134411199849
   50      -1.9125      0.00        0.00    0.014625     0.000     0.000   130.769    23.874    0b1111    20190625T134412162830
   40      -1.5312      0.00        0.00    0.009062     0.000     0.000   168.966    23.874    0b1111    20190625T134413129493
   30      -1.1487      0.00        0.00    0.003500     0.000     0.000   328.214    23.906    0b1111    20190625T134414098832
   20      -0.7663      0.00        0.00    0.000000     0.000     0.000     1.000    23.874    0b1111    20190625T134415070197
   10      -0.3840      0.50        1.25    0.000000     0.000     0.000     1.000    23.874    0b1111    20190625T134416039168
    0      -0.0025      0.00        0.00    0.000000     0.000     0.000     1.000    23.874    0b1111    20190625T134417006627
