Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7871      0.57        1.25    0.076294     0.029     0.062    62.746    23.684    0b1111    20190619T144346727365
  120      -4.7216      0.57        1.25    0.075313     0.000     0.000    62.694    23.684    0b1111    20190619T144347689416
  110      -4.3275      0.00        0.00    0.069562     0.000     0.000    62.210    23.716    0b1111    20190619T144348651397
  100      -3.9338      0.00        0.00    0.063813     0.000     0.000    61.645    23.684    0b1111    20190619T144349615175
   90      -3.5413      0.00        0.00    0.058063     0.000     0.000    60.990    23.716    0b1111    20190619T144350579036
   80      -3.1475      0.00        0.00    0.052312     0.000     0.000    60.167    23.684    0b1111    20190619T144351540996
   70      -2.7539      0.37        1.25    0.046581     0.029     0.063    59.120    23.716    0b1111    20190619T144352503769
   60      -2.3585      0.50        1.25    0.040813     0.000     0.000    57.789    23.716    0b1111    20190619T144353474642
   50      -1.9647      0.50        1.25    0.035063     0.000     0.000    56.036    23.716    0b1111    20190619T144354445193
   40      -1.5703      0.50        1.25    0.029313     0.000     0.000    53.569    23.716    0b1111    20190619T144355413496
   30      -1.1766      0.57        1.25    0.023562     0.000     0.000    49.936    23.748    0b1111    20190619T144356382314
   20      -0.7838      0.00        0.00    0.017875     0.000     0.000    43.846    23.716    0b1111    20190619T144357350702
   10      -0.3901      0.37        1.25    0.012125     0.000     0.000    32.175    23.748    0b1111    20190619T144358320052
    0      -0.0000      0.00        0.00    0.006375     0.000     0.000    -0.000    23.716    0b1111    20190619T144359283298
