Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7585      0.50        1.25    0.064875     0.000     0.000    73.349    24.255     0b111    20190524T115314084777
  120      -4.6262      0.00        0.00    0.063063     0.000     0.000    73.360    24.255     0b111    20190524T115315043150
  110      -4.2388      0.00        0.00    0.057813     0.000     0.000    73.319    24.287     0b111    20190524T115316001357
  100      -3.8525      0.00        0.00    0.052562     0.000     0.000    73.294    24.287     0b111    20190524T115316962336
   90      -3.4675      0.00        0.00    0.047312     0.000     0.000    73.289    24.255     0b111    20190524T115317920724
   80      -3.0813      0.00        0.00    0.042063     0.000     0.000    73.254    24.287     0b111    20190524T115318875085
   70      -2.6950      0.00        0.00    0.036813     0.000     0.000    73.209    24.287     0b111    20190524T115319832693
   60      -2.3075      0.00        0.00    0.031556     0.019     0.063    73.123    24.255     0b111    20190524T115320794043
   50      -1.9213      0.00        0.00    0.026312     0.000     0.000    73.017    24.287     0b111    20190524T115321759199
   40      -1.5358      0.61        1.25    0.021063     0.000     0.000    72.914    24.255     0b111    20190524T115322719020
   30      -1.1500      0.00        0.00    0.015813     0.000     0.000    72.727    24.255     0b111    20190524T115323676377
   20      -0.7646      0.57        1.25    0.010625     0.000     0.000    71.965    24.255     0b111    20190524T115324635130
   10      -0.3788      0.00        0.00    0.005375     0.000     0.000    70.465    24.255     0b111    20190524T115325594018
    0      -0.0000      0.00        0.00    0.000187     0.000     0.000    -0.000    24.255     0b111    20190524T115326552805
