Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7450      0.00        0.00    0.060069     0.019     0.063    78.993    25.745     0b111    20190522T142920712197
  120      -4.5389      0.37        1.25    0.057250     0.000     0.000    79.282    25.713     0b111    20190522T142921669558
  110      -4.1587      0.00        0.00    0.052000     0.000     0.000    79.976    25.713     0b111    20190522T142922626609
  100      -3.7800      0.00        0.00    0.046812     0.000     0.000    80.748    25.745     0b111    20190522T142923583882
   90      -3.4013      0.00        0.00    0.041563     0.000     0.000    81.835    25.713     0b111    20190522T142924542869
   80      -3.0224      0.37        1.25    0.036375     0.000     0.000    83.089    25.713     0b111    20190522T142925501562
   70      -2.6425      0.00        0.00    0.031163     0.031     0.062    84.797    25.682     0b111    20190522T142926461452
   60      -2.2612      0.00        0.00    0.025938     0.000     0.000    87.181    25.682     0b111    20190522T142927420033
   50      -1.8825      0.00        0.00    0.020750     0.000     0.000    90.723    25.745     0b111    20190522T142928380410
   40      -1.5038      0.00        0.00    0.015563     0.000     0.000    96.627    25.682     0b111    20190522T142929339538
   30      -1.1250      0.00        0.00    0.010388     0.025     0.062   108.303    25.713     0b111    20190522T142930295899
   20      -0.7465      0.50        1.25    0.005250     0.000     0.000   142.190    25.713     0b111    20190522T142931255760
   10      -0.3680      0.61        1.25    0.000125     0.000     0.000  2944.000    25.777     0b111    20190522T142932214251
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.713     0b111    20190522T142933173602
