Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.062937     0.000     0.000    75.869    23.653     0b111    20190416T114809450778
  120      -4.6875      0.00        0.00    0.061688     0.000     0.000    75.988    23.684     0b111    20190416T114810406506
  110      -4.2962      0.00        0.00    0.056256     0.019     0.063    76.369    23.684     0b111    20190416T114811361575
  100      -3.9050      0.00        0.00    0.050875     0.000     0.000    76.757    23.716     0b111    20190416T114812316358
   90      -3.5150      0.00        0.00    0.045438     0.000     0.000    77.359    23.716     0b111    20190416T114813270295
   80      -3.1240      0.50        1.25    0.040012     0.025     0.063    78.076    23.716     0b111    20190416T114814228777
   70      -2.7335      0.50        1.25    0.034625     0.000     0.000    78.946    23.716     0b111    20190416T114815184638
   60      -2.3400      0.00        0.00    0.029187     0.000     0.000    80.171    23.748     0b111    20190416T114816139141
   50      -1.9500      0.00        0.00    0.023750     0.000     0.000    82.105    23.716     0b111    20190416T114817093482
   40      -1.5588      0.00        0.00    0.018375     0.000     0.000    84.830    23.748     0b111    20190416T114818052343
   30      -1.1675      0.00        0.00    0.012963     0.031     0.063    90.068    23.716     0b111    20190416T114819008429
   20      -0.7764      0.37        1.25    0.007625     0.000     0.000   101.820    23.748     0b111    20190416T114819962573
   10      -0.3850      0.00        0.00    0.002188     0.000     0.000   176.000    23.716     0b111    20190416T114820918303
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.748     0b111    20190416T114821875782
