Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7725      0.00        0.00    0.083500     0.000     0.000    57.156    23.874    0b1001    20190607T114723791200
  120      -4.5386      0.37        1.25    0.079556     0.019     0.063    57.049    23.906    0b1001    20190607T114724750003
  110      -4.1587      0.00        0.00    0.073238     0.025     0.063    56.784    23.906    0b1001    20190607T114725706383
  100      -3.7812      0.00        0.00    0.066937     0.000     0.000    56.489    23.906    0b1001    20190607T114726663517
   90      -3.4025      0.00        0.00    0.060625     0.000     0.000    56.124    23.906    0b1001    20190607T114727621529
   80      -3.0238      0.00        0.00    0.054312     0.000     0.000    55.673    23.906    0b1001    20190607T114728579247
   70      -2.6450      0.00        0.00    0.048012     0.025     0.063    55.090    23.906    0b1001    20190607T114729534840
   60      -2.2644      0.63        1.25    0.041687     0.000     0.000    54.318    23.938    0b1001    20190607T114730495466
   50      -1.8862      0.00        0.00    0.035375     0.000     0.000    53.322    23.906    0b1001    20190607T114731458145
   40      -1.5087      0.00        0.00    0.029125     0.000     0.000    51.803    23.906    0b1001    20190607T114732418041
   30      -1.1308      0.61        1.25    0.022813     0.000     0.000    49.567    23.938    0b1001    20190607T114733376741
   20      -0.7525      0.00        0.00    0.016556     0.019     0.063    45.451    23.906    0b1001    20190607T114734336100
   10      -0.3740      0.50        1.25    0.010238     0.025     0.063    36.532    23.906    0b1001    20190607T114735295379
    0      -0.0000      0.00        0.00    0.003906     0.031     0.063    -0.000    23.906    0b1001    20190607T114736253852
