Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.090063     0.000     0.000    52.949    24.255    0b1001    20190522T135742304723
  120      -4.6299      0.37        1.25    0.087688     0.000     0.000    52.800    24.287    0b1001    20190522T135743260782
  110      -4.2425      0.00        0.00    0.081131     0.019     0.062    52.292    24.287    0b1001    20190522T135744219930
  100      -3.8564      0.37        1.25    0.074631     0.019     0.063    51.672    24.255    0b1001    20190522T135745180297
   90      -3.4713      0.00        0.00    0.068169     0.029     0.062    50.921    24.287    0b1001    20190522T135746138125
   80      -3.0855      0.61        1.25    0.061688     0.000     0.000    50.018    24.255    0b1001    20190522T135747094844
   70      -2.6991      0.57        1.25    0.055188     0.000     0.000    48.908    24.318    0b1001    20190522T135748052591
   60      -2.3113      0.00        0.00    0.048688     0.000     0.000    47.471    24.287    0b1001    20190522T135749015730
   50      -1.9263      0.00        0.00    0.042225     0.031     0.062    45.619    24.287    0b1001    20190522T135749974710
   40      -1.5400      0.00        0.00    0.035763     0.025     0.063    43.062    24.287    0b1001    20190522T135750930543
   30      -1.1550      0.00        0.00    0.029313     0.000     0.000    39.403    24.287    0b1001    20190522T135751889417
   20      -0.7700      0.00        0.00    0.022937     0.000     0.000    33.569    24.287    0b1001    20190522T135752848668
   10      -0.3850      0.00        0.00    0.016494     0.019     0.063    23.342    24.287    0b1001    20190522T135753807863
    0      -0.0000      0.00        0.00    0.010044     0.029     0.063    -0.000    24.287    0b1001    20190522T135754764133
