Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.044294     0.029     0.063   107.888    25.079       0b0    20181030T170916896808
  120      -4.6912      0.00        0.00    0.043312     0.000     0.000   108.312    25.048       0b0    20181030T170917851633
  110      -4.2987      0.00        0.00    0.039138     0.025     0.063   109.837    25.079       0b0    20181030T170918807285
  100      -3.9077      0.50        1.25    0.035000     0.000     0.000   111.650    25.048       0b0    20181030T170919761169
   90      -3.5175      0.00        0.00    0.030812     0.000     0.000   114.158    25.079       0b0    20181030T170920718497
   80      -3.1275      0.00        0.00    0.026662     0.031     0.063   117.300    25.079       0b0    20181030T170921674600
   70      -2.7362      0.00        0.00    0.022500     0.000     0.000   121.611    25.048       0b0    20181030T170922629212
   60      -2.3428      0.50        1.25    0.018325     0.025     0.062   127.844    25.016       0b0    20181030T170923584068
   50      -1.9525      0.00        0.00    0.014188     0.000     0.000   137.621    25.048       0b0    20181030T170924542302
   40      -1.5612      0.00        0.00    0.010063     0.000     0.000   155.155    25.048       0b0    20181030T170925497170
   30      -1.1713      0.00        0.00    0.005937     0.000     0.000   197.263    25.048       0b0    20181030T170926453370
   20      -0.7800      0.00        0.00    0.001863     0.025     0.063   418.792    25.048       0b0    20181030T170927407508
   10      -0.3900      0.00        0.00    0.000000     0.000     0.000     1.000    25.048       0b0    20181030T170928365490
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.048       0b0    20181030T170929320642
