Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7700      0.00        0.00    0.047000     0.000     0.000   101.489    24.540       0b0    20190529T121315643863
  120      -4.5138      0.00        0.00    0.044312     0.000     0.000   101.862    24.540       0b0    20190529T121316603700
  110      -4.1363      0.00        0.00    0.040331     0.029     0.063   102.557    24.540       0b0    20190529T121317561838
  100      -3.7600      0.00        0.00    0.036394     0.029     0.062   103.314    24.540       0b0    20190529T121318521830
   90      -3.3838      0.00        0.00    0.032438     0.000     0.000   104.316    24.540       0b0    20190529T121319480189
   80      -3.0075      0.00        0.00    0.028500     0.000     0.000   105.526    24.540       0b0    20190529T121320440178
   70      -2.6310      0.50        1.25    0.024562     0.000     0.000   107.115    24.540       0b0    20190529T121321401154
   60      -2.2512      0.00        0.00    0.020563     0.000     0.000   109.483    24.540       0b0    20190529T121322362936
   50      -1.8751      0.37        1.25    0.016625     0.000     0.000   112.789    24.540       0b0    20190529T121323332302
   40      -1.4987      0.00        0.00    0.012688     0.000     0.000   118.128    24.540       0b0    20190529T121324301741
   30      -1.1226      0.37        1.25    0.008750     0.000     0.000   128.300    24.540       0b0    20190529T121325270380
   20      -0.7462      0.00        0.00    0.004856     0.029     0.063   153.668    24.509       0b0    20190529T121326243893
   10      -0.3700      0.00        0.00    0.000938     0.000     0.000   394.667    24.509       0b0    20190529T121327213910
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.509       0b0    20190529T121328174679
