Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7675      0.00        0.00    0.041625     0.000     0.000   114.535    30.691       0b0    20190909T160339731199
  120      -4.6750      0.00        0.00    0.040625     0.000     0.000   115.077    30.691       0b0    20190909T160340697016
  110      -4.2850      0.00        0.00    0.036563     0.000     0.000   117.197    30.691       0b0    20190909T160341657408
  100      -3.8950      0.00        0.00    0.032488     0.025     0.063   119.892    30.691       0b0    20190909T160342622472
   90      -3.5063      0.00        0.00    0.028425     0.025     0.062   123.351    30.691       0b0    20190909T160343590907
   80      -3.1175      0.00        0.00    0.024375     0.000     0.000   127.897    30.659       0b0    20190909T160344563524
   70      -2.7275      0.00        0.00    0.020313     0.000     0.000   134.277    30.659       0b0    20190909T160345531740
   60      -2.3363      0.00        0.00    0.016250     0.000     0.000   143.769    30.628       0b0    20190909T160346503103
   50      -1.9472      0.50        1.25    0.012188     0.000     0.000   159.774    30.659       0b0    20190909T160347470439
   40      -1.5588      0.00        0.00    0.008181     0.019     0.063   190.527    30.659       0b0    20190909T160348437433
   30      -1.1687      0.00        0.00    0.004125     0.000     0.000   283.333    30.596       0b0    20190909T160349403915
   20      -0.7800      0.00        0.00    0.000187     0.000     0.000  4160.000    30.628       0b0    20190909T160350371053
   10      -0.3912      0.00        0.00    0.000000     0.000     0.000     1.000    30.596       0b0    20190909T160351341171
    0      -0.0025      0.00        0.00    0.000000     0.000     0.000     1.000    30.596       0b0    20190909T160352309746
