Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7812      0.00        0.00    0.056369     0.019     0.062    84.821    24.952     0b111    20181017T121538410123
  120      -4.5825      0.00        0.00    0.053612     0.025     0.063    85.474    24.952     0b111    20181017T121539366455
  110      -4.1996      0.57        1.25    0.048375     0.000     0.000    86.814    24.984     0b111    20181017T121540325345
  100      -3.8175      0.00        0.00    0.043125     0.000     0.000    88.522    24.984     0b111    20181017T121541282210
   90      -3.4363      0.00        0.00    0.037881     0.019     0.062    90.711    24.984     0b111    20181017T121542238525
   80      -3.0538      0.00        0.00    0.032687     0.000     0.000    93.423    24.984     0b111    20181017T121543193641
   70      -2.6713      0.00        0.00    0.027437     0.000     0.000    97.358    24.952     0b111    20181017T121544151369
   60      -2.2875      0.00        0.00    0.022188     0.000     0.000   103.099    24.952     0b111    20181017T121545108016
   50      -1.9059      0.57        1.25    0.016975     0.031     0.063   112.275    24.952     0b111    20181017T121546062768
   40      -1.5237      0.00        0.00    0.011750     0.000     0.000   129.681    24.984     0b111    20181017T121547018705
   30      -1.1421      0.57        1.25    0.006563     0.000     0.000   174.038    24.952     0b111    20181017T121547973932
   20      -0.7600      0.00        0.00    0.001381     0.019     0.063   550.226    24.952     0b111    20181017T121548930078
   10      -0.3775      0.00        0.00    0.000000     0.000     0.000     1.000    24.952     0b111    20181017T121549886038
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.921     0b111    20181017T121550841797
