Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.091187     0.000     0.000    52.228    23.811    0b1001    20190411T173922601380
  120      -4.5324      0.37        1.25    0.087138     0.025     0.063    52.014    23.811    0b1001    20190411T173923555312
  110      -4.1538      0.00        0.00    0.080675     0.025     0.062    51.487    23.811    0b1001    20190411T173924509588
  100      -3.7763      0.00        0.00    0.074250     0.000     0.000    50.859    23.843    0b1001    20190411T173925465322
   90      -3.3990      0.50        1.25    0.067875     0.000     0.000    50.077    23.811    0b1001    20190411T173926422644
   80      -3.0213      0.00        0.00    0.061437     0.000     0.000    49.176    23.874    0b1001    20190411T173927378252
   70      -2.6433      0.61        1.25    0.055063     0.000     0.000    48.005    23.843    0b1001    20190411T173928332523
   60      -2.2625      0.00        0.00    0.048625     0.000     0.000    46.530    23.811    0b1001    20190411T173929289981
   50      -1.8850      0.00        0.00    0.042200     0.025     0.062    44.668    23.811    0b1001    20190411T173930247493
   40      -1.5062      0.00        0.00    0.035813     0.000     0.000    42.059    23.843    0b1001    20190411T173931203227
   30      -1.1275      0.00        0.00    0.029431     0.019     0.062    38.310    23.843    0b1001    20190411T173932160549
   20      -0.7500      0.00        0.00    0.023062     0.000     0.000    32.520    23.843    0b1001    20190411T173933118153
   10      -0.3714      0.37        1.25    0.016625     0.000     0.000    22.338    23.843    0b1001    20190411T173934074556
    0      -0.0000      0.00        0.00    0.010250     0.000     0.000    -0.000    23.843    0b1001    20190411T173935030496
