Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8025      0.00        0.00    0.044250     0.000     0.000   108.531    24.731       0b0    20190412T151451623056
  120      -4.6475      0.00        0.00    0.042625     0.000     0.000   109.032    24.762       0b0    20190412T151452578783
  110      -4.2591      0.57        1.25    0.038569     0.019     0.063   110.429    24.699       0b0    20190412T151453533159
  100      -3.8714      0.37        1.25    0.034563     0.000     0.000   112.011    24.731       0b0    20190412T151454487637
   90      -3.4850      0.00        0.00    0.030500     0.000     0.000   114.262    24.699       0b0    20190412T151455441651
   80      -3.0969      0.63        1.25    0.026494     0.019     0.063   116.891    24.731       0b0    20190412T151456396396
   70      -2.7088      0.00        0.00    0.022437     0.000     0.000   120.724    24.731       0b0    20190412T151457352627
   60      -2.3188      0.00        0.00    0.018375     0.000     0.000   126.190    24.731       0b0    20190412T151458308319
   50      -1.9312      0.00        0.00    0.014375     0.000     0.000   134.348    24.731       0b0    20190412T151459262551
   40      -1.5437      0.00        0.00    0.010369     0.019     0.063   148.885    24.699       0b0    20190412T151500220074
   30      -1.1562      0.00        0.00    0.006331     0.029     0.063   182.626    24.731       0b0    20190412T151501174897
   20      -0.7699      0.37        1.25    0.002375     0.000     0.000   324.158    24.699       0b0    20190412T151502131880
   10      -0.3821      0.57        1.25    0.000000     0.000     0.000     1.000    24.699       0b0    20190412T151503086238
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.699       0b0    20190412T151504051274
