Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7663      0.00        0.00    0.060250     0.000     0.000    79.108    24.509     0b111    20190603T153928294987
  120      -4.6988      0.00        0.00    0.059313     0.000     0.000    79.220    24.509     0b111    20190603T153929253948
  110      -4.3062      0.00        0.00    0.053819     0.019     0.063    80.014    24.509     0b111    20190603T153930213704
  100      -3.9138      0.00        0.00    0.048375     0.000     0.000    80.904    24.540     0b111    20190603T153931174930
   90      -3.5225      0.00        0.00    0.042938     0.000     0.000    82.038    24.540     0b111    20190603T153932134381
   80      -3.1313      0.00        0.00    0.037500     0.000     0.000    83.500    24.540     0b111    20190603T153933094264
   70      -2.7392      0.61        1.25    0.032063     0.000     0.000    85.435    24.509     0b111    20190603T153934052730
   60      -2.3457      0.61        1.25    0.026625     0.000     0.000    88.103    24.540     0b111    20190603T153935015392
   50      -1.9537      0.00        0.00    0.021188     0.000     0.000    92.212    24.572     0b111    20190603T153935978446
   40      -1.5612      0.00        0.00    0.015750     0.000     0.000    99.127    24.540     0b111    20190603T153936939348
   30      -1.1700      0.00        0.00    0.010313     0.000     0.000   113.455    24.540     0b111    20190603T153937897926
   20      -0.7788      0.00        0.00    0.004937     0.000     0.000   157.722    24.540     0b111    20190603T153938856318
   10      -0.3884      0.57        1.25    0.000000     0.000     0.000     1.000    24.540     0b111    20190603T153939818298
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.572     0b111    20190603T153940779308
