Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8059      0.57        1.25    0.055438     0.000     0.000    86.690    24.794     0b111    20190410T172525051859
  120      -4.6789      0.37        1.25    0.053687     0.000     0.000    87.150    24.794     0b111    20190410T172526011710
  110      -4.2883      0.61        1.25    0.048312     0.000     0.000    88.761    24.794     0b111    20190410T172526966073
  100      -3.8981      0.63        1.25    0.042944     0.019     0.062    90.773    24.794     0b111    20190410T172527921057
   90      -3.5088      0.00        0.00    0.037581     0.029     0.063    93.364    24.794     0b111    20190410T172528875415
   80      -3.1193      0.61        1.25    0.032250     0.000     0.000    96.721    24.794     0b111    20190410T172529830437
   70      -2.7289      0.37        1.25    0.026875     0.000     0.000   101.540    24.826     0b111    20190410T172530783684
   60      -2.3369      0.62        1.25    0.021500     0.000     0.000   108.692    24.794     0b111    20190410T172531738372
   50      -1.9467      0.61        1.25    0.016125     0.000     0.000   120.729    24.826     0b111    20190410T172532694015
   40      -1.5569      0.62        1.25    0.010813     0.000     0.000   143.988    24.826     0b111    20190410T172533649602
   30      -1.1675      0.00        0.00    0.005444     0.019     0.063   214.466    24.794     0b111    20190410T172534603564
   20      -0.7772      0.50        1.25    0.000187     0.000     0.000  4145.333    24.794     0b111    20190410T172535557564
   10      -0.3875      0.00        0.00    0.000000     0.000     0.000     1.000    24.794     0b111    20190410T172536511415
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.794     0b111    20190410T172537467564
