Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7613      0.00        0.00    0.074000     0.000     0.000    64.341    25.428    0b1001    20190625T154510353153
  120      -4.5810      0.50        1.25    0.070938     0.000     0.000    64.578    25.460    0b1001    20190625T154511318254
  110      -4.1977      0.50        1.25    0.064456     0.029     0.062    65.126    25.460    0b1001    20190625T154512287137
  100      -3.8162      0.00        0.00    0.058000     0.000     0.000    65.797    25.460    0b1001    20190625T154513253091
   90      -3.4350      0.00        0.00    0.051562     0.000     0.000    66.618    25.460    0b1001    20190625T154514220312
   80      -3.0525      0.00        0.00    0.045125     0.000     0.000    67.645    25.460    0b1001    20190625T154515186890
   70      -2.6706      0.63        1.25    0.038687     0.000     0.000    69.031    25.460    0b1001    20190625T154516155280
   60      -2.2862      0.00        0.00    0.032250     0.000     0.000    70.891    25.460    0b1001    20190625T154517124448
   50      -1.9050      0.00        0.00    0.025812     0.000     0.000    73.801    25.460    0b1001    20190625T154518090955
   40      -1.5225      0.00        0.00    0.019375     0.000     0.000    78.581    25.428    0b1001    20190625T154519055847
   30      -1.1412      0.00        0.00    0.012938     0.000     0.000    88.213    25.460    0b1001    20190625T154520018092
   20      -0.7590      0.50        1.25    0.006581     0.029     0.063   115.328    25.460    0b1001    20190625T154520983622
   10      -0.3775      0.00        0.00    0.000206     0.029     0.062  1830.303    25.460    0b1001    20190625T154521946067
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.460    0b1001    20190625T154522910696
