Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7725      0.00        0.00    0.063875     0.000     0.000    74.716    24.128    0b1111    20190410T152448920931
  120      -4.6250      0.00        0.00    0.061688     0.000     0.000    74.975    24.128    0b1111    20190410T152449884032
  110      -4.2400      0.00        0.00    0.055981     0.029     0.063    75.740    24.128    0b1111    20190410T152450846639
  100      -3.8550      0.00        0.00    0.050263     0.025     0.063    76.697    24.128    0b1111    20190410T152451812268
   90      -3.4701      0.37        1.25    0.044562     0.000     0.000    77.871    24.128    0b1111    20190410T152452777766
   80      -3.0850      0.00        0.00    0.038875     0.000     0.000    79.357    24.128    0b1111    20190410T152453733976
   70      -2.7000      0.00        0.00    0.033187     0.000     0.000    81.356    24.128    0b1111    20190410T152454689590
   60      -2.3125      0.00        0.00    0.027494     0.019     0.063    84.110    24.128    0b1111    20190410T152455648196
   50      -1.9265      0.50        1.25    0.021788     0.031     0.063    88.422    24.160    0b1111    20190410T152456604057
   40      -1.5413      0.00        0.00    0.016125     0.000     0.000    95.581    24.128    0b1111    20190410T152457559631
   30      -1.1562      0.00        0.00    0.010438     0.000     0.000   110.778    24.160    0b1111    20190410T152458513739
   20      -0.7687      0.00        0.00    0.004812     0.000     0.000   159.740    24.128    0b1111    20190410T152459469594
   10      -0.3838      0.00        0.00    0.000000     0.000     0.000     1.000    24.128    0b1111    20190410T152500425494
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.128    0b1111    20190410T152501380729
