Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7512      0.00        0.00    0.083500     0.000     0.000    56.901    23.938    0b1001    20190412T135714284483
  120      -4.5738      0.00        0.00    0.080375     0.000     0.000    56.905    23.938    0b1001    20190412T135715241459
  110      -4.1912      0.00        0.00    0.073800     0.025     0.062    56.792    23.970    0b1001    20190412T135716199647
  100      -3.8100      0.00        0.00    0.067275     0.031     0.062    56.633    23.970    0b1001    20190412T135717156177
   90      -3.4286      0.37        1.25    0.060813     0.000     0.000    56.380    23.970    0b1001    20190412T135718113037
   80      -3.0463      0.00        0.00    0.054363     0.025     0.063    56.036    23.970    0b1001    20190412T135719070732
   70      -2.6647      0.50        1.25    0.047875     0.000     0.000    55.661    23.970    0b1001    20190412T135720030834
   60      -2.2801      0.37        1.25    0.041375     0.000     0.000    55.109    23.970    0b1001    20190412T135720989330
   50      -1.8988      0.00        0.00    0.034938     0.000     0.000    54.347    23.970    0b1001    20190412T135721943848
   40      -1.5175      0.00        0.00    0.028475     0.031     0.063    53.292    23.970    0b1001    20190412T135722898672
   30      -1.1375      0.00        0.00    0.022025     0.031     0.063    51.646    23.970    0b1001    20190412T135723853037
   20      -0.7550      0.00        0.00    0.015625     0.000     0.000    48.320    24.001    0b1001    20190412T135724811011
   10      -0.3750      0.00        0.00    0.009169     0.029     0.063    40.900    23.970    0b1001    20190412T135725765511
    0      -0.0000      0.00        0.00    0.002706     0.029     0.063    -0.000    24.001    0b1001    20190412T135726721669
