Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.051812     0.000     0.000    92.039    29.328       0b0    20190610T114154735755
  120      -4.6500      0.00        0.00    0.050525     0.031     0.062    92.034    29.296       0b0    20190610T114155694085
  110      -4.2613      0.00        0.00    0.046438     0.000     0.000    91.763    29.328       0b0    20190610T114156652053
  100      -3.8738      0.00        0.00    0.042375     0.000     0.000    91.416    29.296       0b0    20190610T114157610185
   90      -3.4875      0.00        0.00    0.038312     0.000     0.000    91.028    29.328       0b0    20190610T114158569547
   80      -3.1000      0.00        0.00    0.034250     0.000     0.000    90.511    29.328       0b0    20190610T114159527394
   70      -2.7125      0.00        0.00    0.030187     0.000     0.000    89.855    29.328       0b0    20190610T114200484743
   60      -2.3225      0.00        0.00    0.026119     0.019     0.063    88.921    29.328       0b0    20190610T114201443762
   50      -1.9341      0.57        1.25    0.022056     0.019     0.063    87.691    29.296       0b0    20190610T114202403862
   40      -1.5463      0.00        0.00    0.017981     0.029     0.062    85.992    29.328       0b0    20190610T114203362734
   30      -1.1587      0.00        0.00    0.013938     0.000     0.000    83.139    29.296       0b0    20190610T114204320589
   20      -0.7713      0.00        0.00    0.009881     0.019     0.063    78.052    29.328       0b0    20190610T114205278282
   10      -0.3838      0.00        0.00    0.005837     0.031     0.063    65.739    29.264       0b0    20190610T114206239410
    0      -0.0000      0.00        0.00    0.001813     0.000     0.000    -0.000    29.296       0b0    20190610T114207198189
