Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7584      0.57        1.25    0.060688     0.000     0.000    78.408    24.794     0b111    20190529T123255792695
  120      -4.7350      0.00        0.00    0.060338     0.031     0.062    78.475    24.794     0b111    20190529T123256751712
  110      -4.3400      0.00        0.00    0.055000     0.000     0.000    78.909    24.794     0b111    20190529T123257709917
  100      -3.9441      0.57        1.25    0.049625     0.000     0.000    79.479    24.826     0b111    20190529T123258670583
   90      -3.5487      0.00        0.00    0.044250     0.000     0.000    80.198    24.794     0b111    20190529T123259629660
   80      -3.1537      0.00        0.00    0.038875     0.000     0.000    81.125    24.826     0b111    20190529T123300590261
   70      -2.7575      0.00        0.00    0.033500     0.000     0.000    82.313    24.826     0b111    20190529T123301550518
   60      -2.3600      0.00        0.00    0.028125     0.000     0.000    83.911    24.826     0b111    20190529T123302508359
   50      -1.9651      0.37        1.25    0.022750     0.000     0.000    86.379    24.826     0b111    20190529T123303466971
   40      -1.5712      0.00        0.00    0.017375     0.000     0.000    90.432    24.794     0b111    20190529T123304425685
   30      -1.1775      0.00        0.00    0.012000     0.000     0.000    98.125    24.794     0b111    20190529T123305385942
   20      -0.7825      0.00        0.00    0.006675     0.025     0.063   117.228    24.826     0b111    20190529T123306345444
   10      -0.3887      0.00        0.00    0.001294     0.029     0.062   300.483    24.794     0b111    20190529T123307304623
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.826     0b111    20190529T123308266014
