Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7575      0.00        0.00    0.078375     0.000     0.000    60.702    23.779    0b1001    20190411T143234871726
  120      -4.7185      0.50        1.25    0.077688     0.000     0.000    60.737    23.779    0b1001    20190411T143235827200
  110      -4.3241      0.57        1.25    0.071063     0.000     0.000    60.850    23.811    0b1001    20190411T143236781599
  100      -3.9300      0.00        0.00    0.064438     0.000     0.000    60.989    23.811    0b1001    20190411T143237735459
   90      -3.5371      0.57        1.25    0.057813     0.000     0.000    61.183    23.811    0b1001    20190411T143238689692
   80      -3.1434      0.57        1.25    0.051187     0.000     0.000    61.409    23.811    0b1001    20190411T143239645638
   70      -2.7489      0.37        1.25    0.044600     0.031     0.063    61.634    23.811    0b1001    20190411T143240601248
   60      -2.3530      0.61        1.25    0.037988     0.025     0.063    61.941    23.811    0b1001    20190411T143241555647
   50      -1.9600      0.00        0.00    0.031375     0.000     0.000    62.470    23.811    0b1001    20190411T143242511091
   40      -1.5664      0.37        1.25    0.024863     0.025     0.063    63.002    23.811    0b1001    20190411T143243465990
   30      -1.1733      0.61        1.25    0.018313     0.000     0.000    64.068    23.811    0b1001    20190411T143244420267
   20      -0.7800      0.00        0.00    0.011813     0.000     0.000    66.032    23.811    0b1001    20190411T143245382203
   10      -0.3875      0.00        0.00    0.005312     0.000     0.000    72.941    23.811    0b1001    20190411T143246345185
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.843    0b1001    20190411T143247310670
