Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7589      0.37        1.25    0.046750     0.000     0.000   101.794    24.540       0b0    20190617T135940460171
  120      -4.5149      0.37        1.25    0.044138     0.025     0.063   102.291    24.572       0b0    20190617T135941427315
  110      -4.1374      0.37        1.25    0.040206     0.029     0.063   102.904    24.572       0b0    20190617T135942392195
  100      -3.7612      0.00        0.00    0.036250     0.000     0.000   103.759    24.572       0b0    20190617T135943358931
   90      -3.3853      0.50        1.25    0.032319     0.019     0.063   104.746    24.540       0b0    20190617T135944329585
   80      -3.0089      0.38        1.25    0.028381     0.019     0.062   106.016    24.540       0b0    20190617T135945295504
   70      -2.6326      0.38        1.25    0.024462     0.031     0.063   107.619    24.540       0b0    20190617T135946262729
   60      -2.2538      0.00        0.00    0.020500     0.000     0.000   109.939    24.540       0b0    20190617T135947229267
   50      -1.8775      0.00        0.00    0.016563     0.000     0.000   113.358    24.540       0b0    20190617T135948198705
   40      -1.5013      0.00        0.00    0.012644     0.029     0.063   118.735    24.540       0b0    20190617T135949161285
   30      -1.1259      0.57        1.25    0.008725     0.031     0.063   129.040    24.540       0b0    20190617T135950127300
   20      -0.7488      0.00        0.00    0.004812     0.000     0.000   155.584    24.540       0b0    20190617T135951091658
   10      -0.3734      0.57        1.25    0.000938     0.000     0.000   398.267    24.540       0b0    20190617T135952057969
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.509       0b0    20190617T135953025189
